,MB009
gdsc_Alectinib,0.7317095291851563
gdsc_Navitoclax,0.6992944413845036
gdsc_Quizartinib,0.6857830746684549
gdsc_Linsitinib,0.6835670963934074
gdsc_GSK1070916,0.6644895273699073
gdsc_SB52334,0.6346005127442198
gdsc_TL-2-105,0.6282650993358097
gdsc_Tubastatin A,0.6229812209272151
gdsc_GW-2580,0.6127230704891308
gdsc_QL-XII-61,0.6098157964898439
gdsc_GSK429286A,0.5944721757363375
gdsc_VX-702,0.5825330396234155
gdsc_QL-XI-92,0.581990872858304
gdsc_Axitinib,0.5619525273187445
gdsc_BX-912,0.5530474011104959
gdsc_Y-39983,0.5485459389131222
gdsc_XMD14-99,0.539193470621162
gdsc_KIN001-260,0.5247591094881732
gdsc_Amuvatinib,0.5042520870973458
ctrp_linsitinib,0.4996523384359787
gdsc_XMD13-2,0.4986251190713764
gdsc_HG-5-88-01,0.4976321809040675
ctrp_dabrafenib,0.46373939968237066
gdsc_GSK319347A,0.46314174255616786
gdsc_Ispinesib Mesylate,0.46220020210411644
ctrp_tubastatin A,0.46156433820242637
ctrp_CCT036477,0.4426514235090813
ctrp_BRD-K51490254,0.4418169354945762
ctrp_serdemetan,0.44026771614426224
ctrp_tretinoin,0.4373826694391875
ctrp_avrainvillamide,0.4369401669305519
gdsc_SB-505124,0.4347215032078344
ctrp_skepinone-L,0.4295033476056502
ctrp_indisulam,0.42811910114133395
ctrp_BRD-K99006945,0.427303546373795
gdsc_Masitinib,0.426643075062064
ctrp_chlorambucil,0.42404808422548446
ctrp_ML239,0.42368724142110137
ctrp_barasertib,0.4235515665588896
ctrp_belinostat,0.4227758836060291
ctrp_ABT-737,0.42186040647241807
ctrp_CIL55,0.41956085634821394
ctrp_BRD-K28456706,0.41817379107407915
ctrp_sotrastaurin,0.4160802386694484
ctrp_BMS-195614,0.415775463847438
gdsc_KIN001-270,0.4155923634388057
ctrp_staurosporine,0.4125759604763324
ctrp_ML050,0.4095897130760032
gdsc_Talazoparib,0.4081988658488989
ctrp_foretinib,0.407806013321471
ctrp_BRD-K88742110,0.4072052381088913
ctrp_BRD-K34485477,0.40597775967035465
ctrp_axitinib,0.4041764854377177
ctrp_olaparib,0.40402685958320533
ctrp_tipifarnib-P1,0.40345550944814573
ctrp_KW-2449,0.4029924566419842
ctrp_XL765,0.4029291967281256
ctrp_BRD-K26531177,0.4026143988981981
ctrp_PLX-4720,0.40101634701177535
ctrp_BMS-270394,0.4006852327118779
gdsc_KIN001-266,0.39946654006018834
ctrp_isoliquiritigenin,0.39693661066978847
ctrp_Compound 7d-cis,0.39656773556399294
gdsc_TPCA-1,0.39656570376229844
ctrp_BRD-K24690302,0.3964881395523685
ctrp_BRD-K51831558,0.39534804304765586
ctrp_epigallocatechin-3-monogallate,0.3943468734523856
gdsc_NPK76-II-72-1,0.3913222628976318
ctrp_tacrolimus,0.38961317507323096
ctrp_SR1001,0.38945069247246594
ctrp_BRD-M00053801,0.38767815840023845
ctrp_PF-4800567 hydrochloride,0.38652572147055114
ctrp_BRD-K13999467,0.3863825895179682
ctrp_PRIMA-1-Met,0.3861221726497502
ctrp_LY-2183240,0.38576785017194
ctrp_BRD1835,0.38572856946887735
ctrp_RG-108,0.3848753719437335
gdsc_Daporinad,0.3839946098829177
ctrp_BRD-K42260513,0.3839560129856671
ctrp_compound 1B,0.38332097599032144
ctrp_bexarotene,0.3824533451957891
ctrp_IU1,0.3821176799500543
ctrp_omacetaxine mepesuccinate,0.3813595469842556
ctrp_BRD-A71883111,0.3805761971299538
ctrp_MST-312,0.3803136797238912
ctrp_NSC30930,0.37951512791056496
ctrp_AC55649,0.37942968196831195
ctrp_ML203,0.3791274751306145
gdsc_BMS-754807,0.3786511637959607
ctrp_BRD-K92856060,0.3783013975813918
ctrp_JW-55,0.3782192817550747
ctrp_lenvatinib,0.37685472022987854
ctrp_alisertib,0.37651396092127165
ctrp_SKI-II,0.37395113028294025
ctrp_BRD-K11533227,0.3732714139259797
ctrp_BRD-K29313308,0.37299479100304017
ctrp_necrostatin-7,0.371720101614542
ctrp_BRD-K02251932,0.37154961323663765
ctrp_Repligen 136,0.3707982295816725
ctrp_tamoxifen,0.37053925552921935
ctrp_itraconazole,0.3695547951605457
ctrp_16-beta-bromoandrosterone,0.36939134510871835
ctrp_PX-12,0.3692595871578571
gdsc_BMS-345541,0.3687886132704255
ctrp_Mdivi-1,0.3685218913046524
ctrp_BIBR-1532,0.36756508892819684
ctrp_AZD1480,0.36507825447582914
ctrp_ABT-199,0.36487972593154827
ctrp_BMS-754807,0.36458331781027464
ctrp_imatinib,0.3637422514501481
ctrp_ML162,0.3633668219743818
ctrp_ELCPK,0.3630862771249317
ctrp_topotecan,0.36287270888351586
ctrp_KPT185,0.36228011635879986
ctrp_BRD6340,0.36151130476303456
ctrp_apicidin,0.36139928134110344
ctrp_ceranib-2,0.3610323536313133
ctrp_CAY10576,0.3604535732630588
ctrp_cytarabine hydrochloride,0.36037567379100394
ctrp_NSC19630,0.3598395665851771
ctrp_BRD-K49290616,0.35811813968674755
ctrp_NVP-ADW742,0.35810867817837405
ctrp_AZD4547,0.35688305527240344
ctrp_elocalcitol,0.35594505636126417
ctrp_SB-225002,0.3549997835511983
ctrp_PLX-4032,0.3548729713170998
ctrp_ISOX,0.3542594214106969
ctrp_vorinostat,0.35412652133345246
ctrp_SZ4TA2,0.35394436541694424
ctrp_tacedinaline,0.3533997326335777
ctrp_fingolimod,0.35307070255075607
ctrp_RITA,0.3525862430806037
gdsc_Vorinostat,0.3520630718977987
ctrp_IPR-456,0.35175118511435055
ctrp_GMX-1778,0.3515211766172645
ctrp_ML083,0.3514011722641938
ctrp_JW-74,0.35139070711749676
gdsc_YM201636,0.35021724597714077
ctrp_Ki8751,0.3496701792901503
ctrp_CIL41,0.34914847062510923
ctrp_NSC48300,0.3487558046449859
gdsc_PHA-793887,0.3482142247927
ctrp_NSC23766,0.3481832440572046
ctrp_Compound 1541A,0.3474155436093911
ctrp_SN-38,0.3471892338338384
ctrp_KU-55933,0.34641947569501363
ctrp_SGX-523,0.34563839300120786
ctrp_trifluoperazine,0.34547156381958183
ctrp_ML031,0.3453745310474292
ctrp_brivanib,0.3448845314667281
ctrp_MGCD-265,0.34384549308615964
ctrp_tandutinib,0.34350051596342873
gdsc_MPS-1-IN-1,0.3431043975217216
ctrp_PI-103,0.34303713988103707
ctrp_isoevodiamine,0.3428901889288505
ctrp_TG-100-115,0.34264267418340527
ctrp_pifithrin-mu,0.34263152001108144
ctrp_tivozanib,0.34211906198772857
ctrp_PF-184,0.34174895859448634
ctrp_cabozantinib,0.34157937886914785
ctrp_BRD8899,0.3406736850154287
ccle_PLX4720,0.34006882016315537
ctrp_cediranib,0.3393234467355391
gdsc_HG-5-113-01,0.33931855830373125
ctrp_LBH-589,0.3388959839200225
ctrp_ML006,0.3382373579210702
ctrp_crizotinib,0.3376832093913524
ctrp_BIX-01294,0.33619585584376854
ctrp_BRD-K37390332,0.33607912065774936
ctrp_HLI 373,0.3360188255519467
ctrp_UNC0638,0.3342080853577445
ctrp_lomeguatrib,0.33379891463854305
ctrp_etoposide,0.3337169705143554
ctrp_sitagliptin,0.33347358475585825
ctrp_nilotinib,0.33311865300401694
ctrp_darinaparsin,0.3330641140754834
ctrp_Compound 23 citrate,0.33290598254339315
ctrp_cucurbitacin I,0.3326649251945996
ctrp_NSC 74859,0.33251153886828816
ctrp_BRD-K80183349,0.33220863196583367
ctrp_cimetidine,0.33182688962066365
ctrp_BRD-K90370028,0.33169756746991286
ctrp_parbendazole,0.3315603626378538
ctrp_968,0.33112460881740724
ctrp_LRRK2-IN-1,0.33067268000587824
ctrp_importazole,0.33043354669895797
ctrp_niclosamide,0.33032588719738404
ctrp_CIL70,0.3302914006287249
ctrp_AT-406,0.3302477273110384
ctrp_pandacostat,0.33018679537025564
ctrp_BIRB-796,0.3297655716593918
ctrp_decitabine,0.32931632981005277
ctrp_BRD-K66532283,0.32864172931320346
gdsc_ZM447439,0.3284153252790467
ctrp_sildenafil,0.3283587810010864
ctrp_BRD-K04800985,0.3277999386923791
ctrp_BRD-K61166597,0.32771751305771724
ctrp_BRD-K86535717,0.3277164228374708
ctrp_PDMP,0.32751344834962265
ctrp_cyclophosphamide,0.3270328576157558
ctrp_erastin,0.3264477872554167
ctrp_FSC231,0.3260134979964352
ctrp_triazolothiadiazine,0.32596554385301885
gdsc_Fedratinib,0.3258187132940475
gdsc_AR-42,0.32570006365307086
ctrp_JW-480,0.3253862429354135
ctrp_AM-580,0.3253302858241332
ctrp_HC-067047,0.32452940014434534
ctrp_neuronal differentiation inducer III,0.3244595001666329
ctrp_tivantinib,0.32445424580745097
ctrp_BRD-K44224150,0.3243798775014181
ctrp_RO4929097,0.3233254413346078
ctrp_MG-132,0.3230073649083831
ctrp_ETP-46464,0.32292072871663885
ctrp_QS-11,0.3222415824433427
ctrp_necrostatin-1,0.322202859606169
ctrp_manumycin A,0.32214112446982807
ctrp_KU-0063794,0.32212256449643834
ctrp_navitoclax,0.32172225806775623
gdsc_WZ3105,0.32159599319678517
ctrp_YK 4-279,0.32123549065780316
ctrp_nintedanib,0.32029618602816196
ctrp_MK-2206,0.319945630630494
ctrp_bendamustine,0.31963229343126437
ctrp_NVP-TAE684,0.31960599082652247
ctrp_BRD-K64610608,0.3193561669213209
ctrp_NSC95397,0.31901213308637466
ctrp_SB-525334,0.31843068243087375
gdsc_PIK-93,0.31843052150602214
ctrp_sunitinib,0.31840824761984304
ctrp_ML311,0.31802275385724793
ctrp_BRD-K29086754,0.31769737362598777
ctrp_GSK-3 inhibitor IX,0.31733494536366047
ctrp_BRD-K75293299,0.31733302143908065
gdsc_UNC0638,0.3169406624283346
ctrp_PL-DI,0.3167904544465672
ctrp_BRD-K84807411,0.3167626136954785
ctrp_teniposide,0.31627284536808514
ctrp_FQI-2,0.31607600845897105
ctrp_pazopanib,0.3157670131764047
ctrp_doxorubicin,0.3156433717043202
ctrp_BRD-K35604418,0.3150934085439948
ctrp_PYR-41,0.314988425218411
gdsc_ZG-10,0.31480390484536896
ctrp_BRD-K85133207,0.31344553936037717
gdsc_QL-X-138,0.3128490759503673
gdsc_5-Fluorouracil,0.3122860409510134
ctrp_BRD-K02492147,0.3122678262080885
ccle_LBW242,0.3121689359113544
ctrp_STF-31,0.31141650283565914
ctrp_hyperforin,0.31130027402395405
ctrp_mitomycin,0.3111490075564642
ctrp_entinostat,0.30976687616238774
ctrp_ouabain,0.30964931427586134
gdsc_Belinostat,0.3093346174270326
gdsc_Camptothecin,0.309209639699216
ctrp_vorapaxar,0.3083425957026762
ctrp_quizartinib,0.30833341720153734
ctrp_Bax channel blocker,0.3077468835234704
ctrp_AZD6482,0.3074108773250214
gdsc_NSC-207895,0.3073790763765396
ctrp_SU11274,0.307084547668217
ctrp_tipifarnib-P2,0.3063799269948547
ctrp_BRD-K30019337,0.3062799293475096
ctrp_FGIN-1-27,0.30576299992681355
ctrp_BMS-536924,0.3055913377153903
ctrp_KX2-391,0.30525044296089837
ctrp_GSK1059615,0.3051794865172637
gdsc_AT-7519,0.30487199992758524
ctrp_sorafenib,0.3044083538696456
ctrp_BRD-K70511574,0.3044005255786339
gdsc_I-BET-762,0.3043748080284741
ctrp_BRD-K96970199,0.3040097404081368
ctrp_necrosulfonamide,0.30384993800472593
ctrp_Ch-55,0.3036715637092976
ctrp_BRD-K34222889,0.30349216136499696
ctrp_PF-3758309,0.3029246462947731
ctrp_thalidomide,0.30207808355127796
ctrp_dacarbazine,0.3018479769521279
ctrp_ciclopirox,0.30140910774673946
ctrp_B02,0.3013459157110853
ctrp_N9-isopropylolomoucine,0.3013236679865442
ctrp_CD-1530,0.3009953575871275
ctrp_BRD-A94377914,0.30044196413466695
ctrp_vincristine,0.2999695334238314
ctrp_VX-680,0.29973560399666965
ctrp_SCH-529074,0.2992115762059747
ctrp_gossypol,0.2991292146953737
ctrp_TGX-221,0.2988582767846104
ctrp_rigosertib,0.29820882363576684
ctrp_MI-2,0.2980894917286816
ctrp_cerulenin,0.297531122613111
ctrp_pitstop2,0.29747950655351946
ctrp_PRL-3 inhibitor I,0.2974756934913526
ctrp_pifithrin-alpha,0.29658492855844326
ctrp_BRD-K45681478,0.29652778324546586
ctrp_nutlin-3,0.2964680656751147
ctrp_NSC632839,0.29613042569375003
ctrp_GW-843682X,0.2959242413214131
ctrp_BRD-K78574327,0.29558044878259365
ctrp_MLN2480,0.29424752276196925
gdsc_Methotrexate,0.2938307114059608
ctrp_BRD1812,0.29369317841223486
ctrp_linifanib,0.2933811595649278
gdsc_OSI-027,0.2931967857440928
ccle_PF2341066,0.2922309855029239
ctrp_myriocin,0.2921826781035653
ctrp_curcumin,0.2919966341297597
ctrp_LY-2157299,0.29180446305585195
ctrp_BI-2536,0.29179200291715696
gdsc_Genentech Cpd 10,0.29121090259686705
ctrp_nakiterpiosin,0.2909962973306251
ctrp_fluorouracil,0.2905954424446933
ctrp_bardoxolone methyl,0.29051265821695244
ctrp_PIK-93,0.2903879073324751
gdsc_SNX-2112,0.290315288784757
ctrp_fluvastatin,0.2900147863064689
ctrp_momelotinib,0.2892786456989904
ctrp_GSK2636771,0.289211437654799
ctrp_daporinad,0.28916482710436464
ctrp_QW-BI-011,0.28910980332958336
ctrp_BYL-719,0.2887049601506397
ctrp_prochlorperazine,0.28833635002750646
ctrp_FQI-1,0.28792655556175173
ctrp_CAY10618,0.28760078554745316
ctrp_CIL55A,0.2874484893647805
ctrp_GDC-0941,0.2873793627734313
ctrp_KU-60019,0.28642701713733376
ctrp_purmorphamine,0.2860832395190752
ctrp_SMER-3,0.285752833713219
gdsc_CAY10603,0.28574288741322174
ctrp_Merck60,0.2854452840667138
ctrp_CHM-1,0.28532999726339076
ctrp_piperlongumine,0.2852973318332306
ctrp_BRD-K66453893,0.28523375724582434
gdsc_Entinostat,0.28460058428125756
ctrp_ZSTK474,0.2845920426076553
ctrp_PHA-793887,0.28455637713962134
ctrp_Ko-143,0.2842172564562435
ctrp_BRD-A86708339,0.2834585846741332
ctrp_CAL-101,0.28328041961329
ctrp_narciclasine,0.282950057497486
ctrp_clofarabine,0.282590332293775
ctrp_CIL56,0.2822111100429288
ctrp_CD-437,0.2821859446000957
ctrp_OSI-027,0.28188384618515083
ctrp_NVP-231,0.2816864546113108
gdsc_CX-5461,0.28160628818110023
gdsc_GSK690693,0.2811428741742136
ctrp_temozolomide,0.2808723001486165
ctrp_TPCA-1,0.28061229937975074
ctrp_GSK461364,0.2802539275595597
gdsc_JW-7-24-1,0.2799722657015554
ctrp_parthenolide,0.2796297716877039
ctrp_alvocidib,0.2795277077275358
ctrp_BRD-K96431673,0.27941373403548886
ctrp_I-BET151,0.278687869483794
ctrp_BRD-K34099515,0.2784693981344493
ctrp_triptolide,0.2784409473141456
ctrp_SRT-1720,0.2781924927545567
gdsc_Dacinostat,0.27812229609977296
ctrp_pyrazolanthrone,0.27789300959039803
ctrp_tamatinib,0.27686425910704826
ctrp_regorafenib,0.2767401002161003
ctrp_PRIMA-1,0.2766957937014838
ctrp_PF-573228,0.27630382243733903
ctrp_MK-0752,0.2762945708248153
ctrp_R428,0.2762542396513733
ctrp_ciclosporin,0.27604692317216406
ctrp_NVP-BSK805,0.2757974743620347
ctrp_GANT-61,0.2756469630952187
ctrp_phloretin,0.2754809323149732
gdsc_CUDC-101,0.27503220285793645
ctrp_AGK-2,0.27474830527063626
gdsc_Etoposide,0.27266500741717753
ctrp_ML258,0.272560323877296
ctrp_dinaciclib,0.2724360169955818
ctrp_temsirolimus,0.27234304422707273
ctrp_SCH-79797,0.27193204459665327
ctrp_KH-CB19,0.2718401058432675
ctrp_semagacestat,0.2715003878040957
ctrp_ML210,0.2700937355379792
ctrp_gemcitabine,0.2700079689082839
ctrp_AZ-3146,0.2688190024057329
ctrp_bleomycin A2,0.26871602571730924
ctrp_3-Cl-AHPC,0.26867795686282836
ctrp_AT7867,0.26796728404016495
ctrp_salermide,0.2674509999829836
ctrp_silmitasertib,0.2673084064919045
ctrp_RAF265,0.2668874817994715
ctrp_YM-155,0.26663190760483946
ctrp_CR-1-31B,0.26654787845275096
ctrp_leptomycin B,0.2658340537982798
ctrp_BRD9876,0.26502522082515606
ctrp_cytochalasin B,0.2649218662030737
gdsc_PI-103,0.26472929940487316
ctrp_PAC-1,0.264386266976374
ctrp_BMS-345541,0.26431976267972085
ctrp_JQ-1,0.26272509238076835
ctrp_TG-101348,0.2616544370607814
ctrp_methylstat,0.2614162620897612
gdsc_THZ-2-102-1,0.26091718127943
ctrp_marinopyrrole A,0.26025844648972046
ctrp_dexamethasone,0.2602064622492497
ctrp_SR-II-138A,0.2601928701389728
ctrp_NVP-BEZ235,0.26014105896038175
ctrp_TW-37,0.2595088259423869
ctrp_blebbistatin,0.25914555012875423
ctrp_palmostatin B,0.25898732805176755
ctrp_SB-743921,0.2585834375683854
ctrp_EX-527,0.2585048880152995
ctrp_AZD7545,0.2577242244044037
ctrp_PF-750,0.257556045489354
ctrp_CAY10594,0.25722092058056245
gdsc_CP466722,0.25717049726747765
ctrp_LE-135,0.25712870053202186
ctrp_GSK525762A,0.25668455643905735
ctrp_CHIR-99021,0.2559196089433893
ccle_AEW541,0.25579892143998584
ctrp_WZ4002,0.2557404681969903
ctrp_masitinib,0.2554186960329278
ctrp_paclitaxel,0.2553511921702768
ctrp_MK-1775,0.2551285880142051
ctrp_AZD7762,0.25480352539404466
gdsc_WIKI4,0.25467165186861634
ctrp_BRD-K27224038,0.2546560715045897
ctrp_BRD-K94991378,0.2544184560460331
ctrp_HBX-41108,0.2535006853483343
ctrp_lovastatin,0.2533413683350302
ctrp_GW-405833,0.2520022396078542
ctrp_bortezomib,0.25137858969726246
ctrp_neopeltolide,0.2510496560059293
ctrp_myricetin,0.2509200506642029
ctrp_BRD-A02303741,0.2505830046172052
ctrp_fulvestrant,0.25039672465630874
ctrp_BRD-K41334119,0.2502902702199054
ctrp_WP1130,0.250255779222384
ctrp_obatoclax,0.2494978756623476
ctrp_CI-976,0.24845039631336474
ctrp_sirolimus,0.2476592808196715
ctrp_docetaxel,0.2476317755063546
ccle_Irinotecan,0.24584349547335577
ctrp_BRD-K48334597,0.24557290973332627
ctrp_UNC0321,0.24331431065035578
"ctrp_1S,3R-RSL-3",0.24306152840971784
ctrp_ML320,0.24198865627293165
ctrp_BRD-K14844214,0.24089843334267103
ccle_TKI258,0.2404482317358469
ctrp_oligomycin A,0.23926559744224582
ctrp_AZD8055,0.23878726244826398
ctrp_StemRegenin 1,0.2381545826725113
ctrp_BRD-K01737880,0.2379817108121203
ctrp_DBeQ,0.2375495300379444
gdsc_Mitomycin-C,0.23676533657459894
ctrp_pevonedistat,0.23613593367333688
ctrp_ML312,0.23525781135984938
ctrp_tigecycline,0.2339821262812212
ctrp_BRD4132,0.23360376821471804
ctrp_KU 0060648,0.23319816573819913
gdsc_QL-XII-47,0.23014669249529227
ctrp_SID 26681509,0.221468948842896
ctrp_SNS-032,0.21897975449162216
ctrp_methotrexate,0.21833026303955855
ctrp_BRD-K30748066,0.21746762985266307
ccle_Topotecan,0.20888955397926515
ctrp_GSK-J4,0.19918149667374477
ctrp_BRD-K33514849,0.19100157084161276
ccle_Paclitaxel,0.17524920347881093
ccle_RAF265,-0.18542087536618893
ctrp_BRD-K71935468,-0.20569921154539966
gdsc_Sepantronium bromide,-0.21304137150300886
ctrp_bafilomycin A1,-0.21564222599673138
ctrp_avicin D,-0.21767143567081298
gdsc_Nilotinib,-0.2203419121321044
ctrp_BEC,-0.2287512799003108
ctrp_BRD-K09344309,-0.23083549469448494
ccle_Sorafenib,-0.2318340913021522
ctrp_SNX-2112,-0.2332117493113784
ctrp_MLN2238,-0.24045995695310882
ctrp_KHS101,-0.24178955922368306
ccle_TAE684,-0.24199355286540072
ctrp_BRD-K63431240,-0.24220072958976824
ctrp_BRD-K97651142,-0.24331257182762892
ccle_AZD0530,-0.2453853311709501
ctrp_vandetanib,-0.24664772354261877
gdsc_TW 37,-0.2497997296635052
gdsc_Doxorubicin,-0.2536815429307616
ctrp_betulinic acid,-0.2550341187737224
ccle_17-AAG,-0.25503683221736634
ctrp_veliparib,-0.25507812914689243
ctrp_tosedostat,-0.25514963035254984
gdsc_NG-25,-0.2582895680313942
gdsc_IPA-3,-0.25970613018181204
ctrp_selumetinib,-0.2601541019240341
ctrp_valdecoxib,-0.261272425263938
gdsc_TL-1-85,-0.2613261385575847
ctrp_SJ-172550,-0.26164433160157213
ccle_ZD-6474,-0.26186925081118195
ctrp_COL-3,-0.26193496106685216
ctrp_BRD-K48477130,-0.2619462834370972
ctrp_BRD8958,-0.2659472092159503
ctrp_spautin-1,-0.26668162467346895
ctrp_bosutinib,-0.26779190390260654
ctrp_WZ8040,-0.26869526186733056
ctrp_simvastatin,-0.26921467275856786
ctrp_brefeldin A,-0.2700371634718536
gdsc_Phenformin,-0.27163401088730205
gdsc_SB590885,-0.2721768436564133
ctrp_BRD-K55116708,-0.27220115756151975
gdsc_Imatinib,-0.2735225768647526
ctrp_tanespimycin,-0.2743161313486225
ctrp_cyanoquinoline 11,-0.2748955102253839
ccle_L-685458,-0.2751807761552493
gdsc_Gemcitabine,-0.27527747676541964
ctrp_canertinib,-0.2755163338752594
