,MED1712
gdsc_Navitoclax,0.6585660757689462
gdsc_Linsitinib,0.6185430199302705
gdsc_GW-2580,0.5984735174784045
gdsc_GSK1070916,0.5932066116116341
gdsc_SB52334,0.5344859208015152
gdsc_VX-702,0.50912767962045
gdsc_Rucaparib,0.48592846441656273
gdsc_BX-912,0.47056616073497454
gdsc_GSK319347A,0.44548915004152373
ctrp_staurosporine,0.4399405309288842
gdsc_NSC-87877,0.43933157298634173
gdsc_Olaparib,0.4252696300947185
ctrp_linsitinib,0.42184931901245587
gdsc_JNK Inhibitor VIII,0.4178989241670587
ctrp_BRD-K99006945,0.4169008420233291
gdsc_Amuvatinib,0.4116737134537391
gdsc_XMD13-2,0.4061079390860433
ctrp_PRIMA-1-Met,0.40572164573317043
ctrp_BRD-K34485477,0.4039710491670648
ctrp_tubastatin A,0.4036086853188677
gdsc_Talazoparib,0.3999787714332643
ctrp_BMS-195614,0.38553240760319646
ctrp_avrainvillamide,0.3853261913651564
ctrp_BRD-K28456706,0.3848130228064491
gdsc_SB-505124,0.38407332051387183
ctrp_BRD-K13999467,0.3823762518352969
ctrp_XL765,0.3786076629879711
ctrp_CCT036477,0.3769943407982161
ctrp_ML239,0.37636963459466205
gdsc_HG-5-88-01,0.3759482047826036
ctrp_serdemetan,0.37536316396649105
ctrp_skepinone-L,0.3744539678666372
ctrp_CIL55,0.3744040726830787
ctrp_ABT-737,0.3723501960466516
ctrp_BRD-M00053801,0.3707251600066252
ctrp_barasertib,0.37007691048032754
ctrp_chlorambucil,0.3673500234667437
ctrp_BRD-K26531177,0.365378912314041
ctrp_indisulam,0.3642794294179183
ctrp_ML203,0.3636385779743759
ctrp_BRD-K51490254,0.36014949782529293
ctrp_BRD-K42260513,0.3549132559196148
ctrp_compound 1B,0.35475872977637823
ctrp_BRD-K51831558,0.35409760848432165
gdsc_Cisplatin,0.3531404009383744
ctrp_CAY10576,0.3531126908963871
gdsc_UNC1215,0.35292351614825157
ctrp_tretinoin,0.35248973426156893
ctrp_BRD-K88742110,0.3524562097522845
ctrp_PLX-4720,0.3512791548521062
ctrp_BRD-A71883111,0.3506768400023759
ctrp_ML050,0.349888221488979
ctrp_IU1,0.3498354446429736
ctrp_BRD-K49290616,0.3478202182531387
ctrp_968,0.347658764422078
ctrp_JW-74,0.34750509399995066
ctrp_tipifarnib-P1,0.34716568488010635
ctrp_tacrolimus,0.3455895791076998
ctrp_BRD-K24690302,0.3447021419279457
ctrp_olaparib,0.3437582630164242
ctrp_axitinib,0.34336858382448426
ctrp_foretinib,0.34332610690822113
ctrp_SR1001,0.3428527645365472
ctrp_BMS-270394,0.3425773098017221
ctrp_lenvatinib,0.3420390525324272
ctrp_Compound 7d-cis,0.341379244966761
ctrp_AC55649,0.3387053072119859
ctrp_bexarotene,0.3366882506526004
ctrp_BRD-K11533227,0.3366825723482793
ctrp_RG-108,0.3355056405500616
ctrp_BRD-K84807411,0.3345898319787508
ctrp_isoliquiritigenin,0.3340958114096477
ctrp_belinostat,0.333894393432652
ctrp_BRD-K29086754,0.3318277499577948
ctrp_BRD1835,0.3315680378259338
ctrp_TG-100-115,0.33089933383979225
ctrp_tamoxifen,0.33047970231820706
ctrp_NSC30930,0.33016902620352084
ctrp_SZ4TA2,0.32907812489342514
gdsc_Bleomycin (50 uM),0.32898051496056196
ctrp_NSC 74859,0.3277845246841482
ctrp_Mdivi-1,0.3274779292449365
ctrp_sitagliptin,0.3269179376782918
ctrp_ABT-199,0.3268968581542275
gdsc_NPK76-II-72-1,0.325802396081723
ctrp_AZD1480,0.3248961983146981
ctrp_Compound 1541A,0.32477279979283813
ctrp_SKI-II,0.3221093233743508
ctrp_JW-55,0.3221081223348671
ctrp_ML162,0.32153616883406927
ctrp_epigallocatechin-3-monogallate,0.32139161929039445
ctrp_QS-11,0.3204923289998842
ctrp_necrostatin-7,0.3190681985558821
ctrp_fingolimod,0.3184297686006213
ctrp_cabozantinib,0.318405791144396
ctrp_KW-2449,0.31824970662217755
ctrp_CIL41,0.3181835117329715
ctrp_MST-312,0.3181150238980763
ctrp_elocalcitol,0.31636415198893447
ctrp_ELCPK,0.3158386503070049
ctrp_PLX-4032,0.315648500654885
ctrp_AZD4547,0.31515978875443523
ctrp_bendamustine,0.31336902858617616
ctrp_BRD-K44224150,0.310899195279118
ctrp_BRD-K02251932,0.31062082864178947
ctrp_NSC23766,0.31052895701889405
ctrp_AT-406,0.3101592143363406
ctrp_PDMP,0.308899088319867
ctrp_FGIN-1-27,0.3084464534611866
ctrp_BIBR-1532,0.308318792406161
ctrp_omacetaxine mepesuccinate,0.308074473360126
ctrp_brivanib,0.3076399321038156
ctrp_BRD-K92856060,0.3073958880539798
ctrp_darinaparsin,0.3071501243913562
ctrp_itraconazole,0.3071113404451983
ctrp_alisertib,0.3066377989475271
ctrp_SGX-523,0.306313974421368
gdsc_BMS-754807,0.30393681804063377
ctrp_tivozanib,0.3038859572431853
ctrp_MGCD-265,0.3036993338295751
ctrp_BRD6340,0.3027040668645514
ctrp_necrostatin-1,0.30264287132775153
ctrp_VX-680,0.3024299676433643
ctrp_cediranib,0.30187854091272087
ctrp_BIRB-796,0.3013800850331751
ctrp_PF-184,0.30080308233930036
ctrp_KU-55933,0.3000547799093336
ctrp_sildenafil,0.29989809117494315
gdsc_Daporinad,0.2998647091379376
gdsc_SN-38,0.29957878401909044
ctrp_cytarabine hydrochloride,0.29953707053730766
ctrp_PX-12,0.2987627979262415
ctrp_ceranib-2,0.29813634993192084
ctrp_BRD-K90370028,0.2980357304407948
ctrp_apicidin,0.2975761928011812
ctrp_HC-067047,0.29713763513836017
ctrp_BRD-K75293299,0.29708793464593874
ctrp_JW-480,0.29685652190005407
ctrp_tacedinaline,0.29678690699324994
ctrp_Ki8751,0.29648656096681025
ctrp_GSK-3 inhibitor IX,0.2958879396659294
ctrp_BRD8899,0.2942760348190431
ctrp_myriocin,0.2942037582400676
ctrp_KPT185,0.2933704617293391
ctrp_trifluoperazine,0.2924750665960169
ctrp_PI-103,0.29157295955843743
gdsc_YM201636,0.291467634494224
ctrp_NSC48300,0.2902006815098914
ctrp_tandutinib,0.2892484339287631
ctrp_BRD-K04800985,0.28880967903032334
ctrp_BMS-754807,0.28875872478654807
ctrp_erastin,0.28875611841373755
ctrp_AZD6482,0.2884940245513173
ctrp_NVP-ADW742,0.2882329157605369
ctrp_thalidomide,0.28672027095494035
ctrp_BIX-01294,0.28667540289948984
ctrp_BRD-K66532283,0.28599460733617055
ctrp_ML006,0.2851200970896928
ctrp_NSC95397,0.284332131772337
ctrp_FSC231,0.28369436252174274
ctrp_ML083,0.28366405617130563
ctrp_vorapaxar,0.2833511415141851
ctrp_LY-2183240,0.28225677146408307
ctrp_pazopanib,0.2819653531719579
ctrp_isoevodiamine,0.280461777197087
ctrp_ISOX,0.28045426207172947
ctrp_UNC0638,0.27998100281536525
ctrp_BRD-K34099515,0.27963491021394693
ctrp_BYL-719,0.279496990835819
ctrp_CIL55A,0.2793032751411142
ctrp_SB-225002,0.2789094405274807
ctrp_LY-2157299,0.278746305044655
ctrp_BRD-K37390332,0.2775740882528787
ctrp_navitoclax,0.2772393216317429
ctrp_BRD-K80183349,0.2757246924515879
ctrp_MK-2206,0.2754821472968831
ctrp_simvastatin,0.27500333045826253
ctrp_GSK2636771,0.2741236050429647
ctrp_Compound 23 citrate,0.2740209825124302
ctrp_PYR-41,0.2737934115647323
ctrp_BRD-K17060750,0.2737584538499461
ctrp_RO4929097,0.27309161199658827
ctrp_PIK-93,0.2726918293055366
ctrp_MG-132,0.2726030220135894
ctrp_BRD-K02492147,0.2724188332184479
ctrp_YK 4-279,0.27205765389739606
ctrp_importazole,0.2718433845534696
ctrp_cucurbitacin I,0.27177603784220616
ctrp_cytochalasin B,0.2716460205097803
ctrp_topotecan,0.27157992415073995
ctrp_niclosamide,0.2713045439877451
ctrp_KU-0063794,0.2710128012940457
ctrp_SN-38,0.27088835973160336
ctrp_ETP-46464,0.2705467245114556
ctrp_pitstop2,0.27031397864521084
ctrp_BRD-K86535717,0.2699570116596461
ctrp_sunitinib,0.26992920033821627
ctrp_NSC19630,0.26934526891327487
ctrp_GMX-1778,0.2693433245940785
ctrp_GSK1059615,0.2687910534613249
ctrp_TGX-221,0.2685168484919579
ctrp_triazolothiadiazine,0.26806569317451534
ctrp_BRD-K30019337,0.2674776841998272
ctrp_CAL-101,0.2672639301394228
ctrp_NVP-TAE684,0.2671936236340027
ctrp_etoposide,0.2661753184412191
ctrp_cimetidine,0.2661614645692842
ctrp_BRD-K27224038,0.265095906411297
ctrp_fluvastatin,0.2645237916985999
gdsc_ZG-10,0.2640529931013806
ctrp_BRD-K78574327,0.26367721593089705
ctrp_pifithrin-alpha,0.2636055564506943
ctrp_BRD-K96970199,0.2634291662357349
ctrp_AM-580,0.26342315490037127
ctrp_nintedanib,0.2632889337766979
ctrp_SU11274,0.2631412044830927
ctrp_quizartinib,0.2631118670988721
ctrp_fumonisin B1,0.2629841660175859
ctrp_BRD-K71781559,0.26283508882941825
ctrp_CD-1530,0.26232188630174663
ctrp_dacarbazine,0.262009413836659
ctrp_LRRK2-IN-1,0.26176837187803903
gdsc_HG-5-113-01,0.26157208688789324
ctrp_parbendazole,0.26138550403483796
ctrp_manumycin A,0.26025366687623347
ctrp_ML312,0.2598438369290765
ctrp_cyclophosphamide,0.2598095665893089
ctrp_sorafenib,0.2596860231049274
ctrp_HLI 373,0.25929537690781607
ctrp_tamatinib,0.2590688041744746
ctrp_momelotinib,0.2578689692988579
ctrp_GW-843682X,0.2570548542469124
gdsc_NSC-207895,0.2561519587910051
ctrp_AT7867,0.25604681412287356
ctrp_ML311,0.25582827229874877
ctrp_temozolomide,0.2556878522242099
ctrp_rigosertib,0.2553717280859001
ctrp_BRD-K41334119,0.2553305566747105
ctrp_ZSTK474,0.25512472797311475
gdsc_AR-42,0.25316032328218346
ctrp_semagacestat,0.2531462104976123
ctrp_CD-437,0.25310520340983617
ctrp_CIL70,0.2530590042509689
ctrp_CIL56,0.2527566551370944
ctrp_FQI-1,0.2519164373306245
ctrp_curcumin,0.2513489722588097
ctrp_TPCA-1,0.2512699814435247
gdsc_Camptothecin,0.2511214997069324
ctrp_R428,0.2510493169087143
ctrp_ML031,0.25099608815801266
ctrp_FQI-2,0.2505190921172873
ctrp_BRD-K70511574,0.25045478697563944
ctrp_teniposide,0.2493598964205846
ctrp_silmitasertib,0.24911451000173776
ctrp_KX2-391,0.24907056154750906
ctrp_BRD-K66453893,0.24888112290013278
ctrp_mitomycin,0.2486961310944385
ctrp_nakiterpiosin,0.248344858359574
ctrp_BRD-K94991378,0.24832466500333045
ctrp_salermide,0.247950793481119
ctrp_tipifarnib-P2,0.2478784448196075
ctrp_OSI-027,0.24778883385028083
ctrp_Bax channel blocker,0.24676637867890183
ctrp_GANT-61,0.24666564972920865
ctrp_ouabain,0.24609067393657336
gdsc_TW 37,0.24533596030201307
ctrp_Ch-55,0.24521853864062287
gdsc_UNC0638,0.2448284371057971
ctrp_bardoxolone methyl,0.2445896296206438
ctrp_NVP-231,0.24449520858196747
ctrp_BMS-536924,0.24439768271337148
gdsc_Belinostat,0.24401259209232778
ctrp_STF-31,0.24392591095686686
ctrp_BRD-K48334597,0.24371594133462007
ctrp_BRD-K96431673,0.24355324694326416
ctrp_3-Cl-AHPC,0.24349951645980955
ctrp_GDC-0941,0.24250967112343874
ctrp_BRD-K14844214,0.24206226749072227
ctrp_tivantinib,0.24171888001869446
ctrp_BRD-K35604418,0.2415319101927343
ctrp_Ko-143,0.24138128096577777
ctrp_I-BET151,0.24090345976537084
ctrp_AZD7762,0.2407752030775839
ctrp_BRD-K34222889,0.2406683168541165
ctrp_PRL-3 inhibitor I,0.23930237293011777
ctrp_TG-101348,0.23808407946092777
ctrp_CI-976,0.23801569984219015
ctrp_NVP-BEZ235,0.23754544979825173
gdsc_CAY10603,0.237470416052978
ctrp_clofarabine,0.2372441952135205
ctrp_bleomycin A2,0.23720674576340497
ctrp_MK-0752,0.23705218358701483
ctrp_KH-CB19,0.23677265587851357
ctrp_YM-155,0.23583827619342435
ctrp_UNC0321,0.23531700494403962
ctrp_fulvestrant,0.23522755611642762
ctrp_blebbistatin,0.23510907436582903
ctrp_SCH-79797,0.23503474308577585
ctrp_purmorphamine,0.2348271862304439
ctrp_vincristine,0.23390838223372623
ctrp_VU0155056,0.23378804006038678
ctrp_GSK461364,0.2333400134674948
ctrp_CHIR-99021,0.23333542237017152
gdsc_CX-5461,0.23328533340822713
ctrp_BRD1812,0.231863054424632
ctrp_CAY10618,0.23148364593560278
ctrp_doxorubicin,0.2314745804895454
ctrp_PRIMA-1,0.2314564918638728
ctrp_MK-1775,0.2313820665522315
ctrp_PF-573228,0.23133292498774033
ctrp_NVP-BSK805,0.23114369224309841
ctrp_SRT-1720,0.2310961040370697
ctrp_ML210,0.23080834413367532
ctrp_dexamethasone,0.23050900568126673
ctrp_BRD-A02303741,0.23036590884828917
ctrp_palmostatin B,0.23034673674064526
ctrp_docetaxel,0.2302141762868322
ctrp_nutlin-3,0.22927641950125796
ctrp_phloretin,0.22899016859241375
ctrp_PHA-793887,0.22889389379033964
gdsc_Genentech Cpd 10,0.2286572441975604
ctrp_AZ-3146,0.22861186696282465
ctrp_alvocidib,0.2282862096354336
ctrp_ciclosporin,0.2276197690364553
ctrp_BI-2536,0.22719964878767754
ctrp_PF-3758309,0.2260818759506354
ctrp_B02,0.22578210117815148
ctrp_SCH-529074,0.2257365642193532
ctrp_JQ-1,0.22565835938775425
ctrp_ML320,0.22512265235473275
ctrp_leptomycin B,0.22508723839262826
ctrp_narciclasine,0.2250494316527245
ctrp_CAY10594,0.22493350185074587
ctrp_LE-135,0.22354332884185713
ctrp_paclitaxel,0.22308883689820702
ctrp_SB-743921,0.2227499121044742
ctrp_regorafenib,0.22175747445436206
ctrp_RAF265,0.2212105766275954
"ctrp_1S,3R-RSL-3",0.22072322588702692
ctrp_neopeltolide,0.22021940759613212
gdsc_WIKI4,0.22008227054724236
ctrp_daporinad,0.21973428540551598
ctrp_CHM-1,0.2196170564161366
ctrp_NSC632839,0.2194205919975505
ctrp_QW-BI-011,0.21886108448009178
ctrp_SMER-3,0.21672273833655512
ctrp_BRD9876,0.21643471407114964
ctrp_pevonedistat,0.21627731608199235
ctrp_prochlorperazine,0.2158721281747871
ctrp_BRD4132,0.21327113705242887
ctrp_temsirolimus,0.21260872153728444
ctrp_KU 0060648,0.21255962314285554
ctrp_EX-527,0.212450910087958
ctrp_DBeQ,0.208878210314768
ctrp_methylstat,0.2063673169696941
ctrp_TW-37,0.20617134898429668
ctrp_tigecycline,0.20486747620262927
ctrp_GW-405833,0.2045132736432639
ctrp_gemcitabine,0.20394343456759617
gdsc_Etoposide,0.20374954906432904
ctrp_vandetanib,0.2033077218658701
ccle_AEW541,0.20274853481389846
ctrp_oligomycin A,0.20185831315735756
ctrp_sirolimus,0.200660807859665
ctrp_AZD8055,0.20026241543270143
ctrp_lovastatin,0.19951546587049557
ctrp_parthenolide,0.19936633198337025
ctrp_obatoclax,0.1987403135345791
ctrp_dinaciclib,0.19757957953296598
ctrp_methotrexate,0.19272360204224903
ctrp_myricetin,0.18806691174293774
ctrp_BRD-K71935468,0.1646267418183097
ctrp_BRD-K30748066,0.13058962709155292
gdsc_Mitomycin-C,-0.17240554130839836
ctrp_MLN2480,-0.18235318292791006
gdsc_Doxorubicin,-0.1843260836502413
gdsc_Gemcitabine,-0.19099906131418284
ctrp_SID 26681509,-0.1929886621777057
ctrp_avicin D,-0.1947234775674276
ctrp_BRD-K33514849,-0.19579408210872806
gdsc_Sepantronium bromide,-0.19700694317942907
ctrp_BRD-K09344309,-0.19743006861306814
ccle_RAF265,-0.19891743324391364
ctrp_HBX-41108,-0.20180729353970842
ctrp_PAC-1,-0.20453664705869767
ctrp_bortezomib,-0.20850405190759205
ccle_AZD0530,-0.2087174361562389
ctrp_BEC,-0.20908509236644532
gdsc_Vinorelbine,-0.2107649410554638
ctrp_WP1130,-0.2107676833943223
ctrp_BRD-K63431240,-0.21085140466191027
gdsc_THZ-2-102-1,-0.21144914548659266
ctrp_BMS-345541,-0.2117574458768984
ctrp_StemRegenin 1,-0.2117771315454798
ctrp_BRD-K01737880,-0.21208699340859147
ccle_Topotecan,-0.21639119683714106
ctrp_PF-750,-0.21670774716012803
ccle_Paclitaxel,-0.21957278697928104
ctrp_masitinib,-0.2197040366378251
ctrp_BRD-K55116708,-0.22030980181061074
ctrp_MLN2238,-0.22155438690861087
ctrp_SNX-2112,-0.22323322089369793
gdsc_Nilotinib,-0.22379950771975152
ctrp_SNS-032,-0.22479158918560266
gdsc_Epothilone B,-0.2248666762849964
ccle_17-AAG,-0.2258287621283024
ctrp_betulinic acid,-0.22584930774387987
