drug_name,RCMB40
SCMH1,0.9995
PABPC1,0.9995
EIF2C3,0.9995
PSMG1,0.9992
AIRE,0.9992
TMEM110,0.9991
RALA,0.9991
HADHA,0.9991
DYNLT3,0.9989
PAPSS1,0.9989
finasteride,0.9989
mupirocin,0.9989
CPNE3,0.9987999999999999
DUSP7,0.9987
KLF10,0.9987
TMEM174,0.9986
KIF14,0.9984000000000001
TSPAN4,0.9984000000000001
SRP14,0.9984000000000001
HOXC9,0.9983
DMEOB,0.9982
TADA3,0.9981
MLH1,0.9981
CEP72,0.9981
ATG4A,0.9981
TES,0.9979
POU2AF1,0.9979
SRPK1,0.9976999999999999
CCNH,0.9976
PPM1L,0.9976
DFFA,0.9974
RBBP4,0.9974
TSPAN8,0.9972
nomegestrol,0.9972
tyrphostin-AG-1295,0.9972
ZNF449,0.9972
MAPK3,0.9971
P2RY2,0.9971
PRKAR2A,0.9971
UCK2,0.9971
CPD,0.9969
A2M,0.9968
SOX10,0.9968
LHX9,0.9968
SLC29A2,0.9968
PSMD5,0.9968
17-hydroxyprogesterone-caproate,0.9968
ergocornine,0.9965
DBI,0.9963
ZNF398,0.9963
BRD-K91485395,0.9961
PIK3C2A,0.9961
VDAC1,0.9961
OAT,0.9961
EIF4E,0.9958
TNKS2,0.9958
ATP6V1D,0.9958
MIF,0.9958
3-amino-benzamide,0.9954999999999999
actarit,0.9954000000000001
BRD-A38793261,0.9954000000000001
PCCB,0.9953
SERPINC1,0.9952
CCDC85B,0.995
ESRRA,0.9947
norepinephrine,0.9947
CCRN4L,0.9945
FPL-64176,0.9944
rescinnamine,0.9944
etodolac,0.9944
lapatinib,0.9944
pravastatin,0.9944
XPO7,0.9942
NNT,0.9942
MED28,0.9940000000000001
farnesylthioacetic-acid,0.9940000000000001
BRD-K63784565,0.9939
danazol,0.9937999999999999
epibatidine,0.9937
ANKZF1,0.9937
UAP1,0.9937
IRF2,0.9933
MAPK1,0.9933
NIPBL,0.9932
GABARAPL1,0.9931
PBX1,0.9931
ZNF562,0.993
arecaidine,0.993
SCP2,0.9929000000000001
sumatriptan,0.9926999999999999
MTERFD1,0.9926
IL1B,0.9926
LM-1685,0.9926
SLC29A1,0.9926
CDKAL1,0.9924
ALW-II-49-7,0.9922
MIF,0.9921
TP53TG1,0.992
ACD,0.9918
CISD1,0.9915999999999999
CREM,0.9915999999999999
zileuton,0.9915
POLA2,0.9914000000000001
STK33,0.9912000000000001
oxymetholone,0.9912000000000001
retinol,0.9912000000000001
MGST2,0.9912000000000001
CDK5,0.9912000000000001
BUB1B,0.9908
RBBP7,0.9908
CDK8,0.9906999999999999
