Name	Score(0.95 MoE)	0.95 MoE	p-value	FDR	Score
brd-k35604418		0.0230005677627329	3.050595238095238e-05	0.008946153846153845	0.79514183656323
5-fluorouracil		0.03671902053405645	6.086309523809524e-05	0.008946153846153845	0.7622811393193158
snx-2112		0.04855901605826309	7.395833333333333e-05	0.008946153846153845	0.7535704251230685
ml031		0.04197401090888904	7.678571428571428e-05	0.008946153846153845	0.7517736349589874
pha-793887		0.03449017975550152	8.735119047619048e-05	0.008946153846153845	0.7472920696130915
ql-xii-61		0.04261480276940332	9.940476190476191e-05	0.008946153846153845	0.742778532863462
erastin		0.03320158302853197	0.0001005952380952381	0.008946153846153845	0.7422026728760995
methotrexate		0.04705771481830252	0.00011145833333333334	0.008946153846153845	0.7390381713446934
smer-3		0.021166668076538216	0.00012916666666666667	0.008946153846153845	0.7354649298157152
ouabain		0.027578870570993723	0.0001394345238095238	0.008946153846153845	0.7332078789649005
marinopyrrole a			0.00015342261904761906	0.008946153846153845	0.7304382483269093
topotecan			0.0001706845238095238	0.008946153846153845	0.7269054075588441
irinotecan			0.00017306547619047618	0.008946153846153845	0.7261961652131704
ku-0063794			0.00023288690476190477	0.01092	0.7136995003547446
nsc48300			0.00024375	0.01092	0.711938101052042
rigosertib			0.00031666666666666665	0.012155000000000001	0.7013533097617916
pitstop2			0.00032782738095238096	0.012155000000000001	0.7000328148073092
manumycin a			0.0003544642857142857	0.012155000000000001	0.6966080392614704
ml311			0.0003569940476190476	0.012155000000000001	0.6959967529558535
bms-345541			0.0003617559523809524	0.012155000000000001	0.6951049960856623
pf-3758309			0.00038005952380952383	0.012161904761904763	0.6926737836418687
barasertib			0.00041636904761904763	0.012718181818181818	0.687912056391285
lrrk2-in-1			0.00044538690476190475	0.013013043478260869	0.6840709125239288
cct036477			0.0005194940476190476	0.013544444444444444	0.6757185754671149
bleomycin a2			0.0005200892857142857	0.013544444444444444	0.6754754954602669
phloretin			0.0005391369047619048	0.013544444444444444	0.673764051259031
paclitaxel			0.0005441964285714286	0.013544444444444444	0.673232609185185
ski-ii			0.0005977678571428572	0.014346428571428572	0.668146132105964
serdemetan			0.0006375	0.014561764705882352	0.6647809124279432
ly-2183240			0.0006556547619047619	0.014561764705882352	0.6634558773016586
kpt185			0.0007184523809523809	0.014561764705882352	0.6591348699730992
hyperforin			0.0007205357142857142	0.014561764705882352	0.6589609665763893
ml050			0.0007258928571428571	0.014561764705882352	0.6584299389723988
brd-k90370028			0.0007367559523809524	0.014561764705882352	0.6578257826312686
raf265			0.0007876488095238095	0.014741666666666669	0.6546987936343814
linifanib			0.0007897321428571429	0.014741666666666669	0.6545590319277059
alisertib			0.000830952380952381	0.015091891891891893	0.6521418435324945
isox			0.000865029761904762	0.015297368421052632	0.650158079597767
tivantinib			0.0008947916666666667	0.015417948717948717	0.6484632659141852
gdc-0941			0.0010098214285714285	0.016742857142857143	0.6420242378222335
prl-3 inhibitor i			0.0010272321428571429	0.016742857142857143	0.6411148104108065
brd-k51490254			0.0010464285714285714	0.016742857142857143	0.6401486913151853
ceranib-2			0.001084375	0.016946511627906977	0.6382358913849611
curcumin			0.0011677083333333333	0.01704468085106383	0.6343875283909157
tacrolimus			0.001169047619047619	0.01704468085106383	0.6342952474107072
nvp-bez235			0.0011818452380952381	0.01704468085106383	0.6338262618100248
