Name	Score(0.95 MoE)	0.95 MoE	p-value	FDR	Score
marinopyrrole a		0.055639194595207164	2.886904761904762e-05	0.0073750000000000005	0.7146855207447494
ql-xii-61		0.05095025697731392	2.9761904761904762e-05	0.0073750000000000005	0.7133189234306608
5-fluorouracil		0.047258261238926	3.928571428571428e-05	0.0073750000000000005	0.7107677392603954
irinotecan		0.0454224631712348	4.3898809523809523e-05	0.0073750000000000005	0.7094393608834905
topotecan		0.04518677758701804	6.369047619047619e-05	0.007983333333333334	0.6895911893867221
snx-2112		0.060640795154765705	7.12797619047619e-05	0.007983333333333334	0.6631371315276626
pha-793887		0.04619331518104581	0.00011369047619047619	0.010914285714285715	0.6554629325800739
hyperforin		0.04484957760013778	0.0001369047619047619	0.011500000000000002	0.6370807461766909
paclitaxel		0.05574376161849646	0.0002125	0.014963636363636363	0.622321304162567
brd-k35604418		0.03210258099685712	0.00024032738095238095	0.014963636363636363	0.5825286605842802
ml031			0.0002449404761904762	0.014963636363636363	0.5730460119040639
kin001-270			0.00039880952380952383	0.022333333333333337	0.5630038328232067
pf2341066			0.0005376488095238095	0.02602	0.5594767866121099
bms-345541			0.000575	0.02602	0.5542964036224469
thz-2-102-1			0.000622470238095238	0.02602	0.5485906061685009
linifanib			0.0006866071428571429	0.02602	0.5457798522276001
fedratinib			0.0007257440476190477	0.02602	0.5446651930785902
tpca-1			0.0007705357142857143	0.02602	0.5431381612073088
i-bet-762			0.000799702380952381	0.02602	0.5421705844701735
methotrexate			0.0009029761904761905	0.02602	0.5176479262628494
ouabain			0.0009142857142857143	0.02602	0.5147656789853677
ku-0063794			0.0009148809523809524	0.02602	0.5145897129375027
smer-3			0.0009197916666666666	0.02602	0.5129542422045789
brd-k51490254			0.0009498511904761905	0.02602	0.5041617484238113
nsc48300			0.0009680059523809524	0.02602	0.5005096915412712
repligen 136			0.001215625	0.03141923076923077	0.4913056087638767
axitinib			0.0013379464285714286	0.033299999999999996	0.4876231097402239
erastin			0.0014053571428571429	0.033728571428571434	0.48702798898319455
decitabine			0.0016464285714285715	0.03815172413793103	0.48410555609149325
parthenolide			0.001887797619047619	0.0410258064516129	0.4815168020459478
ispinesib mesylate			0.0018925595238095238	0.0410258064516129	0.4814959883817384
aica ribonucleotide			0.002378422619047619	0.04903030303030303	0.4805523563105065
sotrastaurin			0.002407738095238095	0.04903030303030303	0.4804487901997541
pitstop2			0.0025516369047619046	0.04909142857142857	0.47807933454098483
tae684			0.0025568452380952383	0.04909142857142857	0.4780401842835345
byl-719			0.002674553571428571	0.04990576923076923	0.4775845542179071
quizartinib			0.0027639880952380954	0.04990576923076923	0.4764004218531933
brd-a86708339			0.002954761904761905	0.04990576923076923	0.474389721212265
pf-3758309			0.0030035714285714284	0.04990576923076923	0.47368264049874
fluorouracil			0.0031504464285714287	0.04990576923076923	0.47160623678551467
raf265			0.0032229166666666665	0.04990576923076923	0.47084891028129305
methylstat			0.003273958333333333	0.04990576923076923	0.4694396246713774
gdc-0941			0.003413095238095238	0.04990576923076923	0.46554381414408064
ml050			0.003510863095238095	0.04990576923076923	0.4629068056052282
avrainvillamide			0.003573214285714286	0.04990576923076923	0.45948370103480307
manumycin a			0.0036379464285714288	0.04990576923076923	0.45646646887666337
at-7519			0.003709672619047619	0.04990576923076923	0.45351600220197963
barasertib			0.0037279761904761904	0.04990576923076923	0.4528273439267529
cimetidine			0.0037438988095238094	0.04990576923076923	0.45211122277234056
phloretin			0.0037898809523809526	0.04990576923076923	0.4500291755687736
cal-101			0.003791220238095238	0.04990576923076923	0.44996279228325
etp-46464			0.0038617559523809524	0.04990576923076923	0.4470657465497799
sns-032			0.0040212797619047615	0.04996428571428572	0.4453420851751712
alectinib			0.004060119047619048	0.04996428571428572	0.4450299629538382
kin001-266			0.0041116071428571425	0.04996428571428572	0.44457811594204844
bleomycin a2			0.004163690476190476	0.04996428571428572	0.4440876955809276
rita			0.004243005952380952	0.05002280701754385	0.44340103657367935
ml311			0.004438988095238096	0.051431034482758625	0.4412938912691188
lrrk2-in-1			0.004900148809523809	0.05581186440677966	0.42934140921793446
rigosertib			0.005084821428571429	0.05617377049180328	0.42391004024399775
cct036477			0.005099107142857143	0.05617377049180328	0.42368625770011414
brd-k90370028			0.0051828869047619045	0.056175806451612895	0.42260306627314886
bms-536924			0.0055888392857142855	0.05961428571428571	0.41993591963189636
tivantinib			0.006161755952380952	0.0646984375	0.4174166929251059
ym-155			0.006358482142857143	0.06554242424242425	0.41657406225546084
at13387			0.006437202380952381	0.06554242424242425	0.41621597788209075
wz3105			0.006535119047619047	0.06554626865671641	0.4157747767032674
neuronal differentiation inducer iii			0.007174404761904762	0.0709	0.41157396974040256
cudc-101			0.007657589285714286	0.07457826086956522	0.40918197495373526
nvp-bez235			0.008279464285714286	0.07732631578947369	0.40610087762621555
hg-5-88-01			0.008341815476190477	0.07732631578947369	0.40583126357875254
ly-2183240			0.008417708333333333	0.07732631578947369	0.4054781030841762
serdemetan			0.008439434523809524	0.07732631578947369	0.4053903564836804
kpt185			0.008546875	0.07732631578947369	0.4049433452935173
omacetaxine mepesuccinate			0.008655208333333334	0.07732631578947369	0.4045134805022039
isox			0.008745238095238096	0.07732631578947369	0.4042000234442058
istradefylline			0.008954761904761905	0.07781794871794873	0.4034760209231792
ceranib-2			0.009032440476190477	0.07781794871794873	0.40319560563374707
ski-ii			0.009433928571428572	0.079055421686747	0.40161244117007733
mi-2			0.00950595238095238	0.079055421686747	0.4012692435509989
hbx-41108			0.009706845238095238	0.079055421686747	0.40018587947874873
birb-796			0.009729315476190476	0.079055421686747	0.4000569472576672
brd-k37390332			0.009764285714285715	0.079055421686747	0.3998415702746398
prl-3 inhibitor i			0.01002827380952381	0.08022619047619048	0.39760716248875577
epigallocatechin-3-monogallate			0.010311607142857143	0.0805635593220339	0.39610821476275904
tretinoin			0.010392113095238095	0.0805635593220339	0.39572825599036854
merck60			0.010658482142857143	0.0805635593220339	0.3943924399718008
jw-7-24-1			0.010892708333333334	0.0805635593220339	0.39303338175391744
stf-31			0.011124255952380953	0.0805635593220339	0.3916181002111419
curcumin			0.011184672619047618	0.0805635593220339	0.3912984769479877
vorinostat			0.011297767857142857	0.0805635593220339	0.39069741107610073
vx-702			0.011446428571428571	0.0805635593220339	0.38985137163667816
alisertib			0.01164970238095238	0.0805635593220339	0.3886230458824495
tosedostat			0.011670833333333333	0.0805635593220339	0.3885142157813209
sepantronium bromide			0.011969940476190476	0.0805635593220339	0.38666202376537756
leptomycin b			0.01233422619047619	0.0805635593220339	0.3828835546867452
tacrolimus			0.012770238095238095	0.0805635593220339	0.3776646468469157
nvp-adw742			0.01284375	0.0805635593220339	0.3769203142638091
gsk461364			0.01286264880952381	0.0805635593220339	0.37668812616211544
mdivi-1			0.012864732142857143	0.0805635593220339	0.37666622918043785
bms-754807			0.01292827380952381	0.0805635593220339	0.3760149853772504
gmx-1778			0.012989136904761904	0.0805635593220339	0.3753284099256835
iu1			0.013020833333333334	0.0805635593220339	0.3749765258155855
cediranib			0.013102083333333334	0.0805635593220339	0.37408241978682566
tl-1-85			0.013121130952380952	0.0805635593220339	0.37387686478756266
brd-k70511574			0.013152678571428572	0.0805635593220339	0.3734835734264002
prima-1			0.013157738095238096	0.0805635593220339	0.37340619740457476
nsc632839			0.013281994047619048	0.0805635593220339	0.3719842684310968
tipifarnib-p1			0.013423065476190476	0.0805635593220339	0.37037802311834805
thalidomide			0.01345610119047619	0.0805635593220339	0.3700221149412656
apicidin			0.013528125	0.0805635593220339	0.3692352010759856
cil70			0.013700595238095237	0.0805635593220339	0.36736628424167633
dbeq			0.013707738095238096	0.0805635593220339	0.36727729862350733
chlorambucil			0.013865327380952381	0.0805635593220339	0.3656436370697347
triptolide			0.01404345238095238	0.0805635593220339	0.36387080036063324
ml210			0.014082738095238096	0.0805635593220339	0.36348396378023956
ki8751			0.01410282738095238	0.0805635593220339	0.3632845147714694
ml162			0.014146577380952381	0.0805635593220339	0.3628485969009189
pyrazolanthrone			0.014913095238095237	0.08421512605042016	0.35731107816269264
ml258			0.015291666666666667	0.08563333333333334	0.3558257292753417
xmd14-99			0.015580654761904763	0.0865305785123967	0.35494205822306213
ql-xi-92			0.01589002976190476	0.08752540983606558	0.3541387673112519
azd8055			0.01642440476190476	0.0895825396825397	0.35285188810938234
pac-1			0.016652678571428572	0.0895825396825397	0.35235858183719215
