drug_name,RCMB18
3-amino-benzamide,1.0
LAMB1,0.9995
AIRE,0.9995
CPNE3,0.9995
SCMH1,0.9995
EIF2C3,0.9995
zileuton,0.9993000000000001
NIPBL,0.9992
KIF14,0.9992
PAPSS1,0.9992
PPP4R1,0.9989
RALA,0.9986
CDKAL1,0.9982
BRD-K70693222,0.9982
PPP2R1A,0.9982
DMEOB,0.9982
ESRRA,0.9982
SRPK1,0.9981
FGF9,0.9979
CFD,0.9979
RBBP7,0.9976999999999999
ARPC1A,0.9976999999999999
USP14,0.9975
CCNH,0.9974
YBX1,0.9974
tyrphostin-AG-1295,0.9972
deferiprone,0.9972
HADHA,0.9972
TRAF2,0.9971
TSN,0.9971
PGBD1,0.997
TAF5L,0.9968
MPL,0.9968
PSMB10,0.9968
MLH1,0.9968
CEP72,0.9968
TNKS2,0.9968
PPM1L,0.9965999999999999
CEP55,0.9965999999999999
PSMG1,0.9965999999999999
ATG4A,0.9965999999999999
CLEC16A,0.9963
TMEM110,0.9963
SLC25A14,0.9963
TNFSF8,0.9961
ethisterone,0.9961
SRP14,0.9961
BCL9,0.9958
CPD,0.9958
XPO7,0.9954999999999999
vecuronium,0.9954000000000001
PRMT3,0.9953
P2RY2,0.995
SREBF1,0.995
DYNLT3,0.995
CISD1,0.995
ACADSB,0.9948999999999999
ZMYM2,0.9948999999999999
DUSP7,0.9948
ALW-II-49-7,0.9947
MEF2A,0.9944
DDB2,0.9944
ROCK2,0.9942
GLDC,0.9942
RAB11FIP2,0.9940000000000001
FBXO11,0.9939
PRKAR2A,0.9932
MAS1L,0.9931
OAT,0.993
TEAD2,0.9929000000000001
MRGPRF,0.9929000000000001
DNM1L,0.9926
PIK3C2A,0.9924
TRAF1,0.9923000000000001
finasteride,0.992
BRD-K06817181,0.9918
LGALS1,0.9917
ADNP2,0.9917
FZD7,0.9917
PRDM1,0.9915999999999999
n-(3-acetamidophenyl)-3-chlorobenzamide,0.9915
iobenguane,0.9912000000000001
DNAJC15,0.9912000000000001
SCP2,0.9911
COBL,0.9911
LM-1685,0.9908
TLE3,0.9908
TCEB3,0.9908
MPZL1,0.9906999999999999
ABCC1,0.9904999999999999
CDK4,0.9904999999999999
ODC1,0.9904999999999999
probucol,0.9904999999999999
NFIB,0.9903
ATP6V1D,0.9903
ZNF266,0.9903
GSK-1904529A,0.9901000000000001
GNAS,0.9901000000000001
SC-19220,0.9898
TSPAN8,0.9898
CEBPZ,0.9897
CHAC1,0.9895
FKBP3,0.9895
LPGAT1,0.9895
CISH,0.9892
QW-BI-011,0.9891
RAD51,0.9889
NR0B2,0.9889
PBX1,0.9887
LHX9,0.9884999999999999
HIBADH,0.9884000000000001
DHDDS,0.9884000000000001
BRP44,0.9884000000000001
FBXO5,0.9882
RELB,0.9882
IRF9,0.988
AMBP,0.988
VPS28,0.9879000000000001
TCF7L2,0.9878
ACD,0.9876
huperzine-a,0.9876
LOXL1,0.9876
beta-CCP,0.9875
SOX10,0.9875
DHFR,0.9875
TFDP1,0.9873999999999999
DBI,0.9872
ITGA4,0.9872
idarubicin,0.987
SLC29A2,0.9868000000000001
CERK,0.9868000000000001
TADA3,0.9865999999999999
POU2AF1,0.9864
salubrinal,0.9861
RAB11FIP2,0.9861
RBM15,0.986
griseofulvin,0.9859
SPEN,0.9854999999999999
RALBP1,0.9854999999999999
NNT,0.9853000000000001
S100A13,0.9852
PPAT,0.9852
ALG2,0.9852
ATG4A,0.9852
FBXO11,0.9852
NUMB,0.9851000000000001
4-(2-Amino-ethyl)-benzenesulfonamide,0.9851000000000001
L-368899,0.9848
MAPK3,0.9847
SULT1A1,0.9847
IMPDH inhibitor,0.9847
SHC4,0.9845999999999999
KLF10,0.9843000000000001
SCYL3,0.9838
PI3K Signaling LOF,0.9837
KIAA0528,0.9836
PFN2,0.9834999999999999
PAFAH1B2,0.9834
RPS6KL1,0.9834
MAPK1,0.9832
TSPAN4,0.9832
MGST2,0.9829000000000001
linezolid,0.9828
TCEA1,0.9826
CDK8,0.9823999999999999
MGAT4A,0.982
AP4S1,0.9819
ATF1,0.9818000000000001
CDK5,0.9818000000000001
YWHAZ,0.9815999999999999
RNH1,0.9815999999999999
lapatinib,0.9815
YTHDF2,0.9815
CEP57,0.9812000000000001
SANT-1,0.9811
STK24,0.981
EIF4A2,0.9809
SH2B3,0.9809
zidovudine,0.9808
FBRS,0.9808
LGALS8,0.9806
SIRPG,0.9793999999999999
BAY-K8644,0.9792000000000001
flucytosine,0.9791
QRFPR,0.9789
Sterol demethylase inhibitor,0.9788
PREP,0.9787
PTPN4,0.9784999999999999
resveratrol,0.9784
SIX2,0.9784
norepinephrine,0.9782
PIK3CD,0.978
PRKCH,0.9779000000000001
C1S,0.9778
RBM6,0.9777
IFIT5,0.9776
KYNU,0.9773999999999999
retinol,0.9773999999999999
RASD1,0.9773000000000001
fexaramine,0.9772
SLC3A1,0.977
SRC,0.9769
DENND2D,0.9767
STAT6,0.9763
STAMBP,0.9763
NIPSNAP1,0.9762000000000001
TPM1,0.9761
avrainvillamide-analog-3,0.9759
DR1,0.9758
CEACAM6,0.9756
Vitamin D receptor agonist,0.9756
HSF2,0.9754999999999999
SALL4,0.9753000000000001
FAM114A2,0.9753000000000001
ARHGAP1,0.9753000000000001
RRP8,0.975
etoposide,0.9745999999999999
KLF14,0.9745999999999999
phenprobamate,0.9745999999999999
lenalidomide,0.9743999999999999
ERGIC1,0.9743
isoxicam,0.9740000000000001
PTPN11,0.9739
ponalrestat,0.9738
ATF4,0.9737
GPR174,0.9736
diphenyleneiodonium,0.9732999999999999
PLK2,0.9732999999999999
KIAA0317,0.9732
EIF4E,0.9731000000000001
DTX2,0.973
triacsin-c,0.973
pantoprazole,0.9729000000000001
PPP2R3A,0.9729000000000001
IL1RAP,0.9729000000000001
MOK,0.9729000000000001
naftidrofuryl,0.9722
cladribine,0.9722
VAPB,0.9722
HG-5-88-01,0.9721
POLA2,0.9719
WARS,0.9718000000000001
CTNND1,0.9715
SLC16A6,0.9714
droxinostat,0.9712000000000001
AZGP1,0.9712000000000001
phensuximide,0.9711
etacrynic-acid,0.9711
embelin,0.971
SQSTM1,0.971
CTSL2,0.971
MRGPRX4,0.971
tetracycline,0.9708
SYK,0.9708
RNF7,0.9706
MELK,0.9706
BRD-A93048969,0.9704
BRD-K67258146,0.9704
zebularine,0.9704
CD55,0.9704
PJA1,0.97
mycophenolic-acid,0.9698
ZNF449,0.9698
GW-311616,0.9695999999999999
TPR,0.9695
UCK2,0.9692000000000001
BIRC2,0.9692000000000001
raltitrexed,0.9688
IGHMBP2,0.9687
ZKSCAN2,0.9684999999999999
rescinnamine,0.9684999999999999
BRD-A05680309,0.9682999999999999
SLC38A2,0.9682
GGH,0.9681000000000001
sinensetin,0.9681000000000001
XPC,0.968
NRIP1,0.9678
BX-795,0.9676
AS-605240,0.9676
SB-216763,0.9676
POU2F1,0.9675
TMEM174,0.9673999999999999
YWHAH,0.9671
KIF2C,0.9671
desoxypeganine,0.9671
EPCAM,0.9671
ANKZF1,0.9670000000000001
PRKRIR,0.9667
TBK1,0.9667
HARS,0.9664
SLC36A4,0.9664
CD58,0.9662999999999999
LYRM1,0.9662999999999999
INPP1,0.9662000000000001
ORM1,0.9661
farnesylthioacetic-acid,0.966
BAS-09104376,0.9658
AP2M1,0.9656999999999999
CELSR2,0.9656
amonafide,0.9656
cinalukast,0.9652
IGF2,0.9648
MYL6B,0.9647
ASF1B,0.9645
aspirin,0.9643999999999999
androstenedione,0.9641
ZBED1,0.9641
TCS-359,0.9638
CAMLG,0.9638
SCAF8,0.9634999999999999
COQ3,0.9634
HMOX1,0.9634
NAA25,0.9632999999999999
arecaidine,0.9632
GAA,0.963
PHF19,0.963
EIF4E,0.9628
GNA15,0.9627
Dihydrofolate reductase inhibitor,0.9627
mupirocin,0.9626
SMC4,0.9623999999999999
clomifene,0.9623999999999999
Poly ADP ribose polymerases LOF,0.9621999999999999
RBMS1,0.9621999999999999
IRF9,0.9621
BRD-K34608650,0.9619
ZBTB24,0.9619
RCHY1,0.9619
rifaximin,0.9616
STK38,0.9616
FOXJ2,0.9616
RPL39L,0.9612999999999999
PTGER4,0.9612999999999999
pseudopelletierine,0.9612999999999999
DSE,0.9611
EIF2B5,0.9611
apicidin,0.9609000000000001
ID1,0.9606
TES,0.9606
CNOT3,0.9605
ATP6V0B,0.9590000000000001
GOT1,0.9589
POLA1,0.9587
AP1S2,0.9587
NTRK1,0.9586
VU-0400193-3,0.9586
GMPR2,0.9584999999999999
sumatriptan,0.9584
