,RCMB18
gdsc_Navitoclax,0.665525430851579
gdsc_GSK1070916,0.6167041673924127
gdsc_Linsitinib,0.6158982839825211
gdsc_TL-2-105,0.6142292187642544
gdsc_SB52334,0.596801813409118
gdsc_Tubastatin A,0.5895518929250264
gdsc_GW-2580,0.5786195134756664
gdsc_GSK429286A,0.5405977784544498
gdsc_VX-702,0.5161322358455448
gdsc_Axitinib,0.5130725518937997
gdsc_BX-912,0.5088531446874028
gdsc_Rucaparib,0.4914982644473788
gdsc_Amuvatinib,0.45668811615853416
gdsc_HG-5-88-01,0.4340656062813087
ctrp_tubastatin A,0.43384521227795225
ctrp_linsitinib,0.430065707508291
gdsc_GSK319347A,0.42852954288524125
gdsc_XMD13-2,0.4245784538371675
ctrp_BMS-195614,0.42199697200563996
ctrp_staurosporine,0.4086018097411298
ctrp_BRD-K34485477,0.40747785758139093
ctrp_olaparib,0.40654640240213813
ctrp_BRD-K99006945,0.4050119972832111
ctrp_VX-680,0.4041310709645547
ctrp_16-beta-bromoandrosterone,0.40345049757606793
gdsc_Talazoparib,0.403316873292327
gdsc_Olaparib,0.4020407683583072
ctrp_BRD-M00053801,0.4010951431574228
ctrp_BRD-K28456706,0.4010501386693146
ctrp_BRD-K51490254,0.3994185114184085
ctrp_ABT-737,0.3967432680729788
ctrp_Compound 7d-cis,0.39531693786989125
ctrp_chlorambucil,0.39418716610856636
ctrp_BRD-K88742110,0.39408643041798563
ctrp_dabrafenib,0.39281529039789825
ctrp_968,0.3905326728177599
ctrp_ML203,0.39014237756369846
ctrp_avrainvillamide,0.390018606208229
ctrp_XL765,0.3886031005367616
ctrp_BRD-K13999467,0.38803320484023
ctrp_BRD-K26531177,0.38745580859967493
ctrp_O-6-benzylguanine,0.3865868069702268
gdsc_Ispinesib Mesylate,0.3860200893820372
ctrp_skepinone-L,0.38376113123528344
ctrp_serdemetan,0.3817800926027353
ctrp_CCT036477,0.3815190467237289
ctrp_tretinoin,0.3804561604670451
ctrp_indisulam,0.37829020010331954
ctrp_CIL55,0.3741798327593022
ctrp_BRD-A71883111,0.3740042512426666
ctrp_BRD-K24690302,0.37316193512874735
ctrp_barasertib,0.37259146618287325
ctrp_PF-4800567 hydrochloride,0.3721663602338493
ctrp_compound 1B,0.370651907478423
ctrp_axitinib,0.3706489115029773
ctrp_ELCPK,0.37030080045311914
ctrp_PRIMA-1-Met,0.36858013054347794
ctrp_belinostat,0.3680366678708038
ctrp_ABT-199,0.36739757946028423
ctrp_ML239,0.36572877728536635
ctrp_RG-108,0.3636415842517771
ctrp_IU1,0.362772405774019
ctrp_SR1001,0.3608985842466688
ctrp_tacrolimus,0.36076772809472946
ctrp_tipifarnib-P1,0.35841080973885964
ctrp_fingolimod,0.35506373787075923
ctrp_darinaparsin,0.3531459881906258
ctrp_ML050,0.3522500193693584
