,MED2312
gdsc_Alectinib,0.7186311929393463
gdsc_Navitoclax,0.7095827506050572
gdsc_TL-2-105,0.6533907384587737
gdsc_Linsitinib,0.645119912585072
gdsc_GSK1070916,0.6449161851192979
gdsc_SB52334,0.6313148339798943
gdsc_Tubastatin A,0.6199031808151056
gdsc_Tretinoin,0.6129406581290342
gdsc_GW-2580,0.5838904927494153
gdsc_QL-XI-92,0.5691365282970019
gdsc_GSK429286A,0.5668102067413338
gdsc_Y-39983,0.5641274398068408
gdsc_QL-XII-61,0.5613718596619465
gdsc_BX-912,0.5564838493763042
gdsc_VX-702,0.5394400464108883
gdsc_XMD14-99,0.5269787069319946
gdsc_Axitinib,0.5227372310488019
gdsc_Rucaparib,0.5187887925470702
gdsc_KIN001-260,0.506254121883333
gdsc_Amuvatinib,0.4713115417864125
ctrp_dabrafenib,0.4673575532128293
gdsc_XMD13-2,0.4646267426677993
gdsc_HG-5-88-01,0.4504154857496291
ctrp_linsitinib,0.44926755099580956
gdsc_GSK319347A,0.4390336025210396
ctrp_tubastatin A,0.43624889629897184
ctrp_CCT036477,0.42882252523910036
ctrp_BRD-K99006945,0.428580494558182
gdsc_KIN001-236,0.42725508740060586
gdsc_Ispinesib Mesylate,0.42438444266944614
ctrp_avrainvillamide,0.4159437048397326
ctrp_VX-680,0.415215410063448
ctrp_BRD-K34485477,0.41382613655252776
gdsc_Talazoparib,0.40937793299583825
gdsc_Olaparib,0.4084705232316389
ctrp_BRD-K26531177,0.4030711004525167
ctrp_chlorambucil,0.4025457637090021
ctrp_BRD-K88742110,0.40195806029487136
gdsc_KIN001-266,0.4014765541315406
gdsc_Masitinib,0.40114185194283614
ctrp_serdemetan,0.40051957404288296
ctrp_sotrastaurin,0.39867465845388955
gdsc_KIN001-270,0.3985074890091591
ctrp_PRIMA-1-Met,0.39746210999274173
gdsc_SB-505124,0.3969528272063649
ctrp_staurosporine,0.3969329970066061
ctrp_BMS-195614,0.39422922619108425
ctrp_skepinone-L,0.3926306746929292
ctrp_BRD-K28456706,0.3916441214743849
ctrp_ML239,0.3915305832045379
ctrp_olaparib,0.39046982257600044
ctrp_BRD-M00053801,0.38919191186056784
ctrp_CIL55,0.38409354118718203
ctrp_belinostat,0.38390718955044584
ctrp_968,0.3839041003613413
ctrp_ABT-737,0.38388003903532153
ctrp_indisulam,0.38323421069295394
ctrp_XL765,0.38270580799087506
ctrp_barasertib,0.38247179015111604
gdsc_TPCA-1,0.3809869566444189
gdsc_Daporinad,0.3798693962532987
ctrp_IU1,0.37864488085761694
ctrp_ELCPK,0.3785706911927755
ctrp_BRD-K92856060,0.3780050837949503
ctrp_BRD-K84807411,0.3777615052126666
ctrp_tretinoin,0.3762755802598294
ctrp_axitinib,0.3753546506599957
gdsc_NPK76-II-72-1,0.3751657900496911
ctrp_ML050,0.3738766627087853
ctrp_BRD-K13999467,0.3736440855168423
ctrp_BRD-K51831558,0.3717563187188356
ctrp_Compound 1541A,0.3696855400529909
ctrp_foretinib,0.3686212215129553
ctrp_BRD-K42260513,0.3673789329527986
ctrp_MST-312,0.3671486359181127
ctrp_RG-108,0.3670396348813545
ctrp_BRD-K24690302,0.3669502576459773
ctrp_O-6-benzylguanine,0.36385559286456454
ctrp_16-beta-bromoandrosterone,0.36349021873510146
ctrp_BRD-A71883111,0.3631733453743666
ctrp_SR1001,0.3629945738546749
ctrp_isoliquiritigenin,0.36161685632524876
ctrp_LY-2183240,0.36118761372179764
ctrp_alisertib,0.3610797824868453
ctrp_BRD-K51490254,0.3592264129464004
ctrp_bexarotene,0.3583667777378264
ctrp_epigallocatechin-3-monogallate,0.3579610780016411
ctrp_tacrolimus,0.35569772211813133
ctrp_ceranib-2,0.3556819756449323
ctrp_Compound 7d-cis,0.3552032782028592
ctrp_darinaparsin,0.35245311525447154
ctrp_JW-55,0.35000600782249874
gdsc_Cisplatin,0.3497861574302666
ctrp_BMS-270394,0.3495750705053449
ctrp_KW-2449,0.34940578524931515
ctrp_Repligen 136,0.34927720423336994
ctrp_PLX-4720,0.3486882439050323
ctrp_tipifarnib-P1,0.34855487057596873
ctrp_lenvatinib,0.34836388207166663
ctrp_cytarabine hydrochloride,0.34821321652229215
ctrp_ABT-199,0.3470371451046306
ctrp_SKI-II,0.3470073092509392
ctrp_compound 1B,0.34688826732608724
ctrp_fingolimod,0.3463492956245074
ctrp_sitagliptin,0.3438787520517595
ctrp_SZ4TA2,0.34364209175097743
ctrp_CAY10576,0.3429988780181256
ctrp_Mdivi-1,0.3429799925731168
ctrp_necrostatin-7,0.3425698063595772
ctrp_topotecan,0.34177658453000254
ctrp_BRD-K11533227,0.34166532193109034
ctrp_AZD1480,0.339152892222729
ctrp_NSC23766,0.3389993572498336
ctrp_PF-4800567 hydrochloride,0.3384610406870684
ctrp_SN-38,0.3379367116389646
ctrp_FSC231,0.33779565791272
ctrp_BRD-K29086754,0.3376630434170284
ctrp_PDMP,0.335967888517839
ctrp_imatinib,0.3357835783450481
ctrp_SB-225002,0.33340767196379284
gdsc_BMS-345541,0.33309253336815803
ctrp_BRD-K29313308,0.3326126350444474
gdsc_HG-5-113-01,0.33080700595010853
ctrp_PLX-4032,0.33077781687223173
ctrp_tacedinaline,0.33053679744203596
ctrp_BIBR-1532,0.32904034592710796
ctrp_NSC30930,0.3289383279497708
ctrp_itraconazole,0.328494556628145
gdsc_SN-38,0.32820466203825155
ctrp_AC55649,0.3277731148595906
ctrp_ML203,0.3274109153077051
ctrp_QS-11,0.3273985265260392
ctrp_BRD1835,0.3268839283998926
ctrp_MG-132,0.326644245180948
gdsc_YM201636,0.326510270814998
ctrp_Compound 23 citrate,0.32596678295647846
gdsc_Fedratinib,0.32577310427844686
ctrp_CIL41,0.32544227577499896
ctrp_AZD4547,0.32492128887809474
ctrp_SGX-523,0.3248791477576948
ctrp_MGCD-265,0.3248135323917809
ctrp_trifluoperazine,0.32469558898699385
ctrp_elocalcitol,0.3241679568162874
ctrp_PF-184,0.3222484871885413
ctrp_isoevodiamine,0.32161671532327607
ctrp_apicidin,0.3214887807222613
ctrp_NVP-ADW742,0.3214460710981305
gdsc_Vorinostat,0.32109140533457986
ctrp_PX-12,0.3209232473917938
ctrp_PL-DI,0.32076522521468503
ctrp_vorinostat,0.32066832564797626
ctrp_QW-BI-011,0.31989376254152546
ctrp_ISOX,0.31959732273642333
ctrp_TG-100-115,0.31932758219708574
ctrp_ruxolitinib,0.31836118519439555
ctrp_tamoxifen,0.3179864737321354
ctrp_etoposide,0.317578543470853
ctrp_GMX-1778,0.31732875132384125
ctrp_omacetaxine mepesuccinate,0.31689736243567046
ctrp_BRD-K30019337,0.3166567121729849
