drug_name,RCMB32
PAPSS1,0.9995
CPNE3,0.9995
AIRE,0.9995
PRKAR2A,0.9995
EIF2C3,0.9992
NFIB,0.9991
TMEM174,0.9991
SCMH1,0.9987
SLC7A11,0.9987
PRMT3,0.9984000000000001
PPM1L,0.9982
BRD-A38793261,0.9982
TNKS2,0.9982
SRPK1,0.9981
ARPC1A,0.9981
GNAI1,0.9981
gliquidone,0.9975
etodolac,0.9971
MELK,0.9971
HADHA,0.9968
CCNH,0.9968
MRGPRX4,0.9968
ATF4,0.9965999999999999
tyrphostin-AG-1295,0.9965
ZBTB24,0.9964
PSMG1,0.9963
Poly ADP ribose polymerases LOF,0.9961
RXFP4,0.9961
POLD4,0.9959
KCTD5,0.9958
BRD-K73285375,0.9958
ISOC1,0.9958
DUSP7,0.9958
LOXL1,0.9958
doxylamine,0.9958
TG100-115,0.9954000000000001
CPD,0.9954000000000001
SRC,0.9954000000000001
SIN3A,0.9953
norepinephrine,0.9951000000000001
griseofulvin,0.9951000000000001
EIF4A2,0.9948999999999999
TRAK2,0.9948999999999999
mupirocin,0.9947
betahistine,0.9947
RCHY1,0.9947
PAQR7,0.9947
actarit,0.9947
DFFA,0.9947
FBXO11,0.9945
FPL-64176,0.9944
TPI1,0.9944
LRP4,0.9943000000000001
DMEOB,0.9940000000000001
retinol,0.9940000000000001
GHR,0.9939
O3FAR1,0.9939
PJA1,0.9939
KIF14,0.9937
RASD1,0.9934999999999999
POLE3,0.9934000000000001
CHAC1,0.9934000000000001
GCLM,0.9934000000000001
USP14,0.9934000000000001
phenprobamate,0.9933
AC-55649,0.9933
3-amino-benzamide,0.9933
PBX1,0.9932
PFN2,0.9931
FCGR2A,0.9931
SPA17,0.993
KLF10,0.9929000000000001
FBXO11,0.9928
SMO,0.9928
IGF2,0.9926
finasteride,0.9926
QW-BI-011,0.9926
RBBP7,0.9926
POLA2,0.9926
salubrinal,0.9922
PPIG,0.9921
TRAF1,0.9921
phensuximide,0.9919
ARHGEF6,0.9915999999999999
lenalidomide,0.9915
deferiprone,0.9915
norgestimate,0.9915
UCK2,0.9913
BRD-K87426499,0.9912000000000001
RALA,0.9912000000000001
isoxicam,0.9912000000000001
farnesylthioacetic-acid,0.9912000000000001
GLOD4,0.9911
LPGAT1,0.9911
P2RY2,0.991
vecuronium,0.9908
2-aminopurine,0.9908
TSPAN8,0.9906999999999999
TCF7L2,0.9906999999999999
zileuton,0.9903
DNM1L,0.9903
SOX10,0.9903
ZNF77,0.9903
SCP2,0.9903
COQ3,0.9903
PABPC1,0.9903
EIF4E,0.9902
TNFSF8,0.9901000000000001
PIK3C2A,0.9897
ADNP2,0.9897
MAOA,0.9895
RBM6,0.9894
VU-0400071-3,0.9894
CEP72,0.9894
MYNN,0.9892
CREM,0.9892
xanthohumol,0.9891
EMD-386088,0.9891
TRAF2,0.9890000000000001
ZNF85,0.9887999999999999
TADA3,0.9887999999999999
triacsin-c,0.9887
QRFPR,0.9886
RPS3,0.988
TCS-359,0.988
BRD-K15107389,0.9876999999999999
HARS,0.9876
SHB,0.9876
MRGPRX1,0.9873000000000001
BRD-K67258146,0.9873000000000001
ZNF57,0.9872
bendroflumethiazide,0.9871
ibuprofen,0.9871
DHFR,0.987
SRC-kinase-inhibitor-II,0.9869
RIPK2,0.9868000000000001
ROCK2,0.9867
TES,0.9867
GPR151,0.9865999999999999
HAL,0.9865999999999999
ETNK1,0.9865999999999999
NIPBL,0.9865999999999999
methysergide,0.9865999999999999
NAMPT,0.9865999999999999
GW-843682X,0.9865999999999999
EED,0.9864
INS,0.9863
MSX1,0.9863
SJ-172550,0.9863
VAPB,0.9861
FAM120A,0.9861
rescinnamine,0.9859
