drug_name,RCMB38
3-amino-benzamide,1.0
PAPSS1,0.9995
DFFA,0.9995
guanfacine,0.9993000000000001
zileuton,0.9993000000000001
ATF4,0.9992
TRAF2,0.9992
RCHY1,0.9992
SRPK1,0.9991
ZNF576,0.9991
PRKAR2A,0.9989
BRD-K63784565,0.9989
AIRE,0.9989
LRPAP1,0.9987
RPS6KL1,0.9987
SRT-1720,0.9986
tyrphostin-AG-1295,0.9986
RBBP7,0.9986
DMEOB,0.9982
HMOX1,0.9982
TMEM110,0.9981
O3FAR1,0.9979
DHFR,0.9976999999999999
SLC25A14,0.9976999999999999
SLC7A11,0.9976
KCTD5,0.9976
COASY,0.9976
CISH,0.9976
UAP1,0.9976
phenprobamate,0.9975
lapatinib,0.9975
MELK,0.9974
CEP72,0.9972
EIF4A2,0.9972
TMEM174,0.9972
WNT7B,0.9972
BRD-A38793261,0.9971
SIAH2,0.9971
ARHGEF6,0.9971
ADSS,0.9971
CISD1,0.9971
actarit,0.9969
CCNH,0.9968
nomegestrol,0.9968
HADHA,0.9968
propantheline,0.9968
CRYZ,0.9968
P2RY2,0.9965999999999999
TNKS2,0.9965999999999999
MSX1,0.9965999999999999
TFDP1,0.9965999999999999
BRD-K87426499,0.9965
ALW-II-49-7,0.9965
SLC29A2,0.9963
RAB11FIP2,0.9963
NIPSNAP1,0.9958
LGALS8,0.9958
LPGAT1,0.9956
PPP2R1A,0.9954999999999999
QW-BI-011,0.9954000000000001
ALAS1,0.9953
POLE3,0.9953
MIF,0.9953
IGFBP6,0.9953
FPL-64176,0.9952
seneciphylline,0.9951000000000001
TTNPB,0.9951000000000001
griseofulvin,0.9951000000000001
vecuronium,0.9951000000000001
ethisterone,0.9951000000000001
EIF2C3,0.995
MAF,0.995
OAT,0.9947
tropisetron,0.9947
zolpidem,0.9947
NIPBL,0.9947
PREP,0.9944
DNM1L,0.9944
MAS1L,0.9944
POLD4,0.9944
ZNF85,0.9944
RASD1,0.9944
etodolac,0.9944
ATG4A,0.9940000000000001
epibatidine,0.9940000000000001
FBXO11,0.9940000000000001
mupirocin,0.9940000000000001
TSPAN4,0.9939
ESRRA,0.9939
DVL1,0.9937999999999999
SULT1A1,0.9937
BAS-09104376,0.9937
MED4,0.9934999999999999
GRPR,0.9934999999999999
GNAI1,0.9934999999999999
FBRS,0.9934000000000001
TES,0.9932
OSGEP,0.9931
cholic-acid,0.993
RPS6KA4,0.9929000000000001
DUSP7,0.9926
NRP1,0.9926
FEZ1,0.9926
PRKCI,0.9926
SMO,0.9926
nikkomycin,0.9926
DPH2,0.9924
QRFPR,0.9924
EXOC6,0.9924
UBP1,0.9924
CPD,0.9921
n-arachidonyl-GABA,0.9921
retinol,0.992
GANT-58,0.9919
finasteride,0.9918
tetracycline,0.9918
DYNLT3,0.9918
CNOT4,0.9917
INS,0.9915999999999999
PIAS4,0.9915999999999999
rescinnamine,0.9915
losartan,0.9915
triacsin-c,0.9915
LHX9,0.9912000000000001
esmolol,0.9912000000000001
CERK,0.9911
PTPRF,0.9908
tretinoin,0.9908
ITPKA,0.9908
COX4I1,0.9906999999999999
RALA,0.9903
TPM1,0.9903
mepyramine,0.9903
NFIB,0.9903
SIRPG,0.9903
TLR5,0.9903
ZW10,0.99
GNAS,0.99
TSPAN8,0.9898
TRAF1,0.9898
ACD,0.9898
STK24,0.9898
STAT2,0.9898
RAB11FIP2,0.9898
PEBP1,0.9895
TRAK2,0.9895
tranilast,0.9895
PSMG1,0.9892
EIF4E,0.9892
TCF7L2,0.9891
desoxycortone,0.9891
EMSY complex LOF,0.9891
NU-1025,0.9891
YES1,0.9889
methantheline,0.9889
UCK2,0.9889
SATB1,0.9889
IFIH1,0.9884999999999999
FZD6,0.9884000000000001
CUL2,0.9884000000000001
BRD-A93048969,0.9882
PAQR7,0.9882
danazol,0.9879000000000001
BRD-K70693222,0.9876999999999999
2-aminopurine,0.9876999999999999
NISCH,0.9876
INPP1,0.9875
COX7B,0.9873999999999999
FKBP3,0.9872
IP6K2,0.9872
repaglinide,0.9872
TAF5L,0.9871
NDUFS6,0.987
CHRAC1,0.987
PI3K Signaling LOF,0.9868000000000001
oligomycin-a,0.9865999999999999
cinalukast,0.9865999999999999
prostaglandin-a1,0.9865999999999999
UGP2,0.9865
BRD-K73285375,0.9864
HOXB7,0.9864
betahistine,0.9863
PBX1,0.9863
LIF,0.9863
ICAM3,0.9862000000000001
NFATC2,0.9861
UBE2D3,0.986
phensuximide,0.986
deferiprone,0.9859
CELSR2,0.9858
VAPB,0.9858
BRD-K86682249,0.9856
DHX8,0.9856
TADA3,0.9853000000000001
IFIT5,0.9853000000000001
SALL4,0.9852
SPHK2,0.9851000000000001
VEGFA,0.985
AES,0.9849
salubrinal,0.9848
etamivan,0.9848
KDM4B,0.9847
POU2AF1,0.9847
CHAC1,0.9845
desoxypeganine,0.9843999999999999
P2RY6,0.9843000000000001
ICAM3,0.9843000000000001
PRKRIR,0.9842
LOXL1,0.9839
CALM2,0.9839
OXSR1,0.9839
COQ3,0.9838
resveratrol,0.9838
AS-604850,0.9838
ABCC4,0.9837
PIK3C2A,0.9836
AKR1C2,0.9836
IDH2,0.9834
LRP4,0.9834
metyrapone,0.9834
L-368899,0.9832
L-2167,0.9832
ERCC4,0.9831
GABBR1,0.9831
IKK-2-inhibitor,0.9831
NSD1,0.9829000000000001
febuxostat,0.9826999999999999
RIPK2,0.9825
ABCA5,0.9823000000000001
norepinephrine,0.9822
CDIPT,0.9821
CREM,0.982
VU-0400071-3,0.982
MRGPRX1,0.9819
BRD-K91485395,0.9819
CASK,0.9819
BRD-K67258146,0.9818000000000001
lonidamine,0.9817
pseudoephedrine,0.9814
Bile acid,0.9813
norgestimate,0.9813
VX-222,0.9813
Poly ADP ribose polymerases LOF,0.981
U-0124,0.9806
huperzine-a,0.9806
NR0B2,0.9806
AC-55649,0.9804999999999999
PRL-3-inhibitor-I,0.9803000000000001
AP2M1,0.9803000000000001
ATP6V1D,0.9803000000000001
PT-630,0.9802
MAOA,0.9802
GLDC,0.9802
X linked mental retardation group 2 LOF,0.9801000000000001
etodolac,0.9801000000000001
CEBPB,0.9798
KIAA0317,0.9798
GSK-1904529A,0.9797
FRAT2,0.9795999999999999
FGFR2,0.9795999999999999
SOX10,0.9795999999999999
naftopidil,0.9795999999999999
SCMH1,0.9795
L-701324,0.9791
SB-216763,0.9790000000000001
SREBF1,0.9789
BRD-K27074404,0.9788
NF-449,0.9786
ZNF436,0.9786
RS-100329,0.9784999999999999
skatole,0.9784999999999999
BRD-K79511609,0.9784
IL6,0.9784
JAK2,0.9782
fexaramine,0.9782
NNT,0.9782
BRD-K75430629,0.9782
LAMP2,0.9782
farnesylthioacetic-acid,0.9781
acetyl-farnesyl-cysteine,0.978
PEMT,0.9779000000000001
EIF5,0.9777
POLA2,0.9773999999999999
sitagliptin,0.9773999999999999
YBX1,0.9773000000000001
SLC5A6,0.9772
Targets of VEGFR inhibitors GOF,0.9772
ICAM1,0.9771
RBM6,0.9769
FKBP4,0.9769
etomidate,0.9769
MLH1,0.9769
