,ICB1487
gdsc_Navitoclax,0.725563978405931
gdsc_Alectinib,0.6984094435492413
gdsc_GSK1070916,0.6659062621443662
gdsc_Linsitinib,0.6639368167374495
gdsc_SB52334,0.6634651130275017
gdsc_TL-2-105,0.6627551138452782
gdsc_Tubastatin A,0.635418427884647
gdsc_GSK429286A,0.6072807084510059
gdsc_GW-2580,0.581700840277766
gdsc_VX-702,0.5552258756727053
gdsc_BX-912,0.5514056785114475
gdsc_XMD14-99,0.525379967427454
gdsc_Rucaparib,0.5154659560890001
gdsc_Amuvatinib,0.494129756634215
gdsc_XMD13-2,0.47050389826354894
gdsc_HG-5-88-01,0.46176862743491304
ctrp_linsitinib,0.45783520241990416
ctrp_dabrafenib,0.45672863720414886
gdsc_NSC-87877,0.45525649506715266
gdsc_Ispinesib Mesylate,0.4523851902167263
gdsc_SB-505124,0.44452041906966216
gdsc_GSK319347A,0.4377189013576962
ctrp_BRD-K99006945,0.43706604137583627
ctrp_tubastatin A,0.4357394029004908
ctrp_avrainvillamide,0.42783690744117203
ctrp_ML239,0.42762795663742936
ctrp_BRD-K34485477,0.42454038053365
gdsc_Olaparib,0.4203903970188808
gdsc_Talazoparib,0.41442448507527596
ctrp_ABT-737,0.4102397505479208
ctrp_BRD-K49290616,0.4096837768884087
ctrp_tretinoin,0.40953003666737375
ctrp_CCT036477,0.40874391185438147
ctrp_staurosporine,0.40837514855203905
ctrp_serdemetan,0.40585947850638454
ctrp_belinostat,0.40536285652046017
ctrp_CIL55,0.401956350286689
ctrp_sotrastaurin,0.4008206813306179
ctrp_BRD-K88742110,0.4003363482449726
ctrp_BRD-K28456706,0.39988279715780384
gdsc_UNC1215,0.3997475259661273
ctrp_indisulam,0.3955837091789161
ctrp_BRD-K26531177,0.3942961854534455
ctrp_BRD-M00053801,0.39309737191172667
ctrp_XL765,0.3929216451252988
ctrp_ML050,0.38910593677250377
ctrp_BRD-K42260513,0.3870389228453141
ctrp_chlorambucil,0.3852427752974307
ctrp_barasertib,0.38204916001395656
ctrp_isoliquiritigenin,0.38154235614678295
ctrp_16-beta-bromoandrosterone,0.38004193692246174
ctrp_VX-680,0.37971232786407233
ctrp_olaparib,0.37803822437934426
ctrp_PRIMA-1-Met,0.37734514568000327
ctrp_NSC30930,0.3772988840596498
ctrp_Compound 7d-cis,0.37687510906449984
ctrp_CAY10576,0.37644809372103094
