drug_name,MED1712
PAPSS1,0.9995
EIF2C3,0.9995
4-(2-Amino-ethyl)-benzenesulfonamide,0.9993000000000001
NIPBL,0.9992
MAOA,0.9991
TMEM110,0.9991
DUSP7,0.9989
vecuronium,0.9989
PRKAR2A,0.9987
tyrphostin-AG-1295,0.9986
DMEOB,0.9986
TCF7L2,0.9986
EIF4E,0.9982
RPS3,0.9981
ACADSB,0.9981
SRPK1,0.9981
ZNF576,0.9979
P2RY2,0.9979
KIF14,0.9979
CEP72,0.9976999999999999
RBM6,0.9974
HADHA,0.9972
SLC25A14,0.9972
etacrynic-acid,0.9968
LM-1685,0.9968
PPM1L,0.9965999999999999
PRMT3,0.9965999999999999
VPS28,0.9965
MRGPRX4,0.9963
TMEM174,0.9963
ZNF398,0.9963
PBX1,0.9963
INPP1,0.9963
SULT1A1,0.9963
ODC1,0.9963
GLDC,0.9959
FBXO11,0.9958
ARPC1A,0.9958
RBBP7,0.9958
POLE3,0.9958
CISH,0.9956999999999999
ALW-II-49-7,0.9956999999999999
PAFAH1B2,0.9954999999999999
huperzine-a,0.9954000000000001
ISOC1,0.9953
CTSL2,0.9953
LOXL1,0.9953
JAK2,0.9953
sappanone-a,0.9951000000000001
WNT5A,0.995
PI3K Signaling LOF,0.995
RALA,0.9948999999999999
STK24,0.9948999999999999
DNM1L,0.9948
norepinephrine,0.9947
salubrinal,0.9947
TADA3,0.9945999999999999
WNT7B,0.9944
lapatinib,0.9944
retinol,0.9944
CELSR2,0.9942
BRD-K59222562,0.9940000000000001
SCAF8,0.9940000000000001
DYNLT3,0.9940000000000001
BRD-K67258146,0.9940000000000001
n-(3-acetamidophenyl)-3-chlorobenzamide,0.9940000000000001
TSPAN4,0.9939
STAT4,0.9937999999999999
RIPK2,0.9936
PFN2,0.9934999999999999
TNKS2,0.9934000000000001
ERF,0.9932
IRF9,0.9931
MDM inhibitor,0.9931
YES1,0.9931
isoxicam,0.993
n-arachidonyl-GABA,0.993
QRFPR,0.9929000000000001
LPHN1,0.9922
ESRRA,0.9922
IGF2,0.9921
CPD,0.9917
LPGAT1,0.9915999999999999
CXCR2,0.9915999999999999
PAQR7,0.9915999999999999
actarit,0.9915999999999999
POLA2,0.9915999999999999
AGPAT2,0.9915999999999999
propantheline,0.9915
IGFBP6,0.9915
HIBADH,0.9913
PPP2R3C,0.9913
EIF4A2,0.9912000000000001
STAP2,0.9912000000000001
ROCK2,0.9912000000000001
TCEB3,0.9911
MYCL1,0.9911
deferiprone,0.9908
etodolac,0.9908
NFIB,0.9906999999999999
MPL,0.9904000000000001
EFCAB2,0.9903
BAS-09104376,0.9901000000000001
griseofulvin,0.9901000000000001
TRAF2,0.9901000000000001
TTNPB,0.9901000000000001
UBE2C,0.99
PIK3C2A,0.9899
SIN3A,0.9897
DHDDS,0.9895999999999999
KUC104502N,0.9895
IKK-2-inhibitor,0.9894
spectinomycin,0.9894
PABPC1,0.9892
FGFR4,0.9891
QW-BI-011,0.9891
GPR148,0.9889
HADH,0.9887999999999999
OAT,0.9887
AP4S1,0.9887
etoposide,0.9887
SCYL3,0.9884000000000001
ZNF384,0.9884000000000001
TNFSF8,0.9882
DTX2,0.9882
SIRPG,0.9882
tosyl-phenylalanyl-chloromethyl-ketone,0.988
SCMH1,0.988
TEAD2,0.988
17-hydroxyprogesterone-caproate,0.988
DHFR,0.988
TPI1,0.9876999999999999
RHOBTB1,0.9876
TNFRSF1A,0.9876
MIF,0.9875
ZKSCAN2,0.9875
INS,0.9873999999999999
guggulsterone,0.9873000000000001
SCP2,0.9873000000000001
BRD-K91485395,0.9873000000000001
SLC7A11,0.9873000000000001
HSF2,0.9873000000000001
ITPKA,0.9871
CCNH,0.9871
SB-216763,0.987
RITA,0.9869
LAMB1,0.9869
SPHK2,0.9867
CREM,0.9865999999999999
MSX1,0.9863
IL12B,0.9861
NR2C1,0.9861
UCK2,0.9861
CEP55,0.9858
ZNF449,0.9856
flumazenil,0.9856
3-amino-benzamide,0.9856
UTP14A,0.9854999999999999
avrainvillamide-analog-3,0.9854999999999999
danoprevir,0.9853000000000001
nikkomycin,0.9852
MED28,0.9852
SQLE,0.985
AIRE,0.985
ADNP2,0.9848
CPNE3,0.9847
KIAA0528,0.9847
PSMG1,0.9847
PSMB10,0.9847
CASK,0.9847
nabumetone,0.9845
naftopidil,0.9845
iobenguane,0.9841
SC-19220,0.9841
cefoxitin,0.9841
GSK-1904529A,0.9838
PLOD3,0.9837
MAPK1,0.9836
nomegestrol,0.9836
triacsin-c,0.9834
IDH2,0.9831
TBK1,0.983
CAB39,0.9829000000000001
L-368899,0.9826999999999999
IFIH1,0.9826
tolbutamide,0.9826
EIF2B5,0.9826
NNT,0.9825
MSL3,0.9823999999999999
POLQ,0.9823999999999999
FBXO11,0.9823999999999999
Bacterial 30S ribosomal subunit inhibitor,0.9823999999999999
BRD-A38793261,0.9822
ARHGAP1,0.9821
GABBR1,0.9821
CGP-52432,0.982
etodolac,0.9817
RCHY1,0.9815999999999999
TRAK2,0.9815
FKBP3,0.9815
CBR3,0.9815
IRF2,0.9812000000000001
TNFRSF10A,0.9811
probucol,0.9811
PPAT,0.981
FZD6,0.9808
flucytosine,0.9808
GRWD1,0.9808
TAF5L,0.9806999999999999
SOX10,0.9806
GW-311616,0.9804999999999999
FAM114A2,0.9804
GIT2,0.9804
SU-11274,0.9803000000000001
ATP6V1F,0.9803000000000001
OXA1L,0.9802
procarbazine,0.9801000000000001
ATG4A,0.98
TCF7L2,0.98
GFOD1,0.9798
GW-843682X,0.9795999999999999
oleanolic-acid,0.9795
COQ3,0.9795
finasteride,0.9793000000000001
altanserin,0.9792000000000001
TEK,0.9790000000000001
ATP6V1D,0.9790000000000001
CRCP,0.9789
estradiol,0.9789
DNA synthesis inhibitor,0.9784999999999999
fluoropyruvate,0.9784999999999999
GABPB1,0.9784
SH2B3,0.9784
STUB1,0.9783
MLH1,0.9782
SHB,0.9782
GRPR,0.9779000000000001
TMED9,0.9778
UAP1,0.9778
CISD1,0.9777
KYNU,0.9769
HOXA10,0.9769
USP14,0.9768000000000001
MIXL1,0.9767
GLOD4,0.9764
ALAS1,0.9761
RASD1,0.9759
SLC1A5,0.9759
PSMA8,0.9759
ethisterone,0.9756999999999999
rimexolone,0.9756999999999999
PGBD1,0.9754999999999999
NMRAL1,0.9754999999999999
niflumic-acid,0.9754
BRD-K73285375,0.9753000000000001
CLEC16A,0.975
AMBP,0.9745999999999999
PSMA1,0.9745999999999999
TGFBR2,0.9745
NR0B2,0.9745
YBX1,0.9745
TTNPB,0.9743
CFD,0.9741
PRDM1,0.9741
TEAD4,0.9741
enalapril,0.9740000000000001
PYCR1,0.9739
COASY,0.9738
lenalidomide,0.9738
IFNGR1,0.9738
CHAC1,0.9738
parthenolide,0.9736
PRSS2,0.9736
IP6K2,0.9734
HSD17B4,0.9734
zileuton,0.9732999999999999
IB-MECA,0.9732
RNF7,0.973
NPDC1,0.9729000000000001
immepip,0.9729000000000001
ponalrestat,0.9728
beta-CCP,0.9726
xanthohumol,0.9725
TLE1,0.9723999999999999
SALL4,0.9722
dexketoprofen,0.972
CTTN,0.9718000000000001
SACM1L,0.9716
AES,0.9715
STAT6,0.9712999999999999
RAB11FIP2,0.9711
MYL6B,0.9711
RS-102895,0.9711
PTPRF,0.9711
SRC,0.971
DNAJC15,0.9709
TFAP4,0.9708
linezolid,0.9706
BRD-K97951054,0.9706
