drug_name,ICB1299
RPS6KL1,0.9995
PABPC1,0.9995
SCMH1,0.9995
CPNE3,0.9995
EIF2C3,0.9995
AIRE,0.9992
HADHA,0.9991
CEP72,0.9991
CCNH,0.9989
DUSP7,0.9989
NSD1,0.9987
POLD4,0.9984000000000001
KDELR3,0.9981
finasteride,0.9979
A2M,0.9979
CEBPZ,0.9979
RAB11FIP2,0.9976999999999999
PRKAR2A,0.9976
SLC29A2,0.9974
PSMG1,0.9974
TMEM110,0.9972
BRD-K73285375,0.9972
tyrphostin-AG-1295,0.9972
PRMT3,0.9971
phenprobamate,0.9965
BRD-A38793261,0.9965
norgestimate,0.9963
P2RY2,0.9963
ARPC1A,0.9963
TSPAN4,0.9963
PAPSS1,0.9963
actarit,0.9961
FGB,0.9961
nomegestrol,0.9961
HOXB7,0.9958
QW-BI-011,0.9958
ZNF449,0.9958
EIF4E,0.9958
ATG4A,0.9958
CELSR2,0.9954999999999999
ethisterone,0.9954000000000001
RBBP7,0.9944
LM-1685,0.9944
3-amino-benzamide,0.9944
HARS,0.9942
TNKS2,0.9942
PIK3C2A,0.9941
PPP1R8,0.9940000000000001
LHX9,0.9940000000000001
bendroflumethiazide,0.9940000000000001
DMEOB,0.9937
TAF5L,0.9937
PFN2,0.9934999999999999
ATP6V1D,0.9934999999999999
norepinephrine,0.9933
XPO7,0.9932
PBX1,0.9932
LOXL1,0.9932
FUT1,0.9932
KCTD5,0.9931
etodolac,0.993
ANKZF1,0.9929000000000001
BRD-K70693222,0.9926999999999999
RAB31,0.9926
zileuton,0.9926
ZKSCAN2,0.9924
SRPK1,0.9923000000000001
VPS28,0.9921
FGFR4,0.9921
ISOC1,0.9921
SRP14,0.992
IRL-2500,0.9919
ARHGEF6,0.9918
SPA17,0.9918
SOD2,0.9918
FPL-64176,0.9917
NFIB,0.9917
oxymetholone,0.9915
TMEM174,0.9914000000000001
SOX10,0.9912000000000001
POLE3,0.9911
TRAF1,0.9906999999999999
GRPR,0.9906
AC-55649,0.9906
MPZL1,0.9904999999999999
deferiprone,0.9904999999999999
MYNN,0.9903
TES,0.99
OAT,0.99
TCF7L2,0.99
sumatriptan,0.9898
lumicolchicine,0.9898
TLE3,0.9898
TSPAN8,0.9897
USP14,0.9897
GNA15,0.9894
GABARAPL1,0.9894
HAL,0.9894
WNT7B,0.9893000000000001
LPHN1,0.9892
PPM1L,0.9892
CDK5,0.9889
rescinnamine,0.9887
Bile acid,0.9884999999999999
S1PR3,0.9884000000000001
F12,0.9884000000000001
ACD,0.9882
CISH,0.9881
FEZ1,0.988
triacsin-c,0.988
RCHY1,0.9879000000000001
2-aminopurine,0.9876
chlormadinone,0.9873999999999999
HSF2,0.9873000000000001
LRPAP1,0.9871
HMOX1,0.9871
griseofulvin,0.987
TADA3,0.987
RNH1,0.987
VU-0400195-3,0.9868000000000001
RRAGB,0.9868000000000001
metixene,0.9865999999999999
Poly ADP ribose polymerases LOF,0.9864
TFAP4,0.9864
lonidamine,0.9863
SIN3A,0.986
KDM4B,0.9856
FGIN-1-43,0.9856
IGF2,0.9856
FBXO5,0.9856
perospirone,0.9854999999999999
treprostinil,0.9854999999999999
pravastatin,0.9852
FBXO11,0.9852
BAS-09104376,0.9852
GMPR2,0.9848
BRD-K61463582,0.9848
RPS3,0.9847
FZD7,0.9847
"tropanyl-3,5-dimethylbenzoate",0.9845999999999999
DFFA,0.9845
CRCP,0.9843999999999999
PRKRIR,0.9843000000000001
MAOA,0.9843000000000001
embelin,0.9841
razoxane,0.9841
PPP2R5E,0.9840000000000001
diltiazem,0.9838
SIRPG,0.9838
MPL,0.9833
FAM120A,0.9833
SCYL3,0.9833
ANKZF1,0.9832
MAPK1,0.9829000000000001
BRD-K06817181,0.9829000000000001
DHFR,0.9829000000000001
phenothiazine,0.9826999999999999
CD24,0.9826
FBXO11,0.9826
SHMT2,0.9826
etomidate,0.9823999999999999
CCRN4L,0.9823999999999999
BCL9,0.9823000000000001
SULT1A1,0.9823000000000001
EGR1,0.982
CDK1-5-inhibitor,0.9819
avrainvillamide-analog-3,0.9817
PI3K Signaling LOF,0.9815
ESRRA,0.9813
KIF14,0.9811
ZNF669,0.981
RALA,0.981
SJ-172550,0.981
vecuronium,0.9809
AKR1C2,0.9808
PTGER4,0.9808
cholic-acid,0.9806
RBBP4,0.9806
huperzine-a,0.9803000000000001
LYRM1,0.9801000000000001
KIF2C,0.98
tropisetron,0.9799
naftopidil,0.9799
ABCF1,0.9795999999999999
capsaicin,0.9795999999999999
farnesylthioacetic-acid,0.9792000000000001
SH2B3,0.9789
PLOD2,0.9789
EIF2AK1,0.9789
CISD1,0.9789
DTX2,0.9787
LIM class homeoboxes GOF,0.9786
POU2AF1,0.9784999999999999
SIAH2,0.9784
LAMB1,0.9784
CFD,0.9783
BRD-K67258146,0.9782
ALW-II-49-7,0.9782
DNM1L,0.978
IRF9,0.9778
CDK9,0.9778
GNGT2,0.9778
lenalidomide,0.9778
lapatinib,0.9778
TEAD2,0.9778
AS-605240,0.9778
SCP2,0.9776
ITPKA,0.9773999999999999
PIK3CD,0.9773000000000001
PEMT,0.9773000000000001
NDUFS3,0.9771
ADNP2,0.9768000000000001
metyrapone,0.9767
retinol,0.9765999999999999
ANP32E,0.9765
MLH1,0.9764
iobenguane,0.9762000000000001
PAF1,0.9762000000000001
GTF2A2,0.9759
NIPSNAP1,0.9758
mupirocin,0.9756999999999999
BDKRB2,0.9753000000000001
TG100-115,0.9753000000000001
KLF10,0.9751000000000001
aspirin,0.975
SLC38A2,0.9743
SU-11274,0.9743
CASK,0.9741
MELK,0.9740000000000001
FGF9,0.9739
PD-0325901,0.9736
RRP8,0.9736
GSTT1,0.9736
BRD-A05680309,0.9734999999999999
PTCH1,0.9734
PIAS1,0.9734
cefoxitin,0.9732999999999999
POLG2,0.9731000000000001
CCRN4L,0.973
CAY-10577,0.9729000000000001
orantinib,0.9728
TCF4,0.9727
latrepirdine,0.9725
RAB11FIP2,0.9723999999999999
SLC16A6,0.9723999999999999
UFD1L,0.9722
RRM2,0.9721
TCS-359,0.9719
trimethobenzamide,0.9718000000000001
tyrphostin-AG-112,0.9715
SB-216763,0.9711
CREM,0.971
tyrphostin-AG-82,0.9708
EED,0.9708
ASF1B,0.9703
SIRPG,0.9702
ebelactone-b,0.9701000000000001
L-701324,0.97
SUCNR1,0.9699
SULT1A2,0.9697
UCK2,0.9697
fexaramine,0.9697
UBE2E3,0.9695
ADSS,0.9695
SPEN,0.9695
KIF9,0.9693999999999999
SLC29A1,0.9692000000000001
DNAJC15,0.9691
HG-5-88-01,0.9690000000000001
GNAS,0.9689
PD-98059,0.9687
PTPN4,0.9686
n-(3-acetamidophenyl)-3-chlorobenzamide,0.9686
PNU-120596,0.9684
altanserin,0.9682999999999999
FGFR inhibitor,0.9682999999999999
HOXC9,0.9682
TNFRSF1A,0.9682
SLC25A14,0.9679000000000001
EIF1B,0.9676
etodolac,0.9671
zidovudine,0.9671
CEBPB,0.9671
IL12B,0.9670000000000001
4-(2-Amino-ethyl)-benzenesulfonamide,0.9669
epibatidine,0.9669
liothyronine,0.9665
DCTD,0.9664
EBNA1BP2,0.9658
INPP1,0.9656999999999999
SQSTM1,0.9654
TPM1,0.9652
FKBP3,0.9651000000000001
ELF4,0.9649
STAMBP,0.9645999999999999
L-692585,0.9643
PSMA1,0.9641
RNF7,0.9641
MIF,0.9637
DYNLT3,0.9637
RASD1,0.9634999999999999
KLF14,0.9634999999999999
ICAM1,0.9634
GLDC,0.9634
NTRK1,0.9634
tosyl-phenylalanyl-chloromethyl-ketone,0.9634
GPR83,0.9632999999999999
EIF4A2,0.9631000000000001
BRD-K14048378,0.963
doxapram,0.9626
NNT,0.9626
BRD-K79511609,0.9626
ZNF57,0.9623999999999999
PLEKHJ1,0.9623
VAPB,0.9621999999999999
fluocinonide,0.9621
STAT6,0.9620000000000001
amcinonide,0.9618000000000001
