drug_name,MED1911
ESRRA,0.9995
EIF2C3,0.9995
PABPC1,0.9995
AIRE,0.9995
bromocriptine,0.9993000000000001
HADHA,0.9991
ATG4A,0.9991
IL1B,0.9991
POU2AF1,0.9989
HMOX1,0.9989
EIF4E,0.9989
repaglinide,0.9989
CPNE3,0.9989
PSMG1,0.9989
SCMH1,0.9987999999999999
ADAT1,0.9987
treprostinil,0.9986
CBR3,0.9986
ZNF449,0.9986
TNKS2,0.9984000000000001
TAF5L,0.9984000000000001
RBBP4,0.9982
RBBP7,0.9981
MAS1L,0.9981
SRPK1,0.9981
zileuton,0.9979
PRKAR2A,0.9979
KIF9,0.9976999999999999
CEP72,0.9976999999999999
PIK3C2A,0.9976
CCNH,0.9976
TRAF2,0.9976
BRD-A38793261,0.9975
PHGDH,0.9974
PAPSS1,0.9974
farnesylthioacetic-acid,0.9972
PRMT3,0.9971
MPL,0.9971
ISOC1,0.9968
BRD-K17693482,0.9968
griseofulvin,0.9968
danazol,0.9968
DR1,0.9965999999999999
LAMB1,0.9965999999999999
PLOD2,0.9965999999999999
MAPK3,0.9965999999999999
SNX6,0.9963
ATP6V1D,0.9963
YTHDF2,0.9963
CRYZ,0.9963
NAA25,0.9963
SIRPG,0.9962000000000001
P2RY2,0.9958
ZBTB24,0.9958
idebenone,0.9958
FKBP4,0.9958
SRP14,0.9956
ICAM3,0.9956
HOXC9,0.9954999999999999
PPM1L,0.9954999999999999
KLF10,0.9953
norepinephrine,0.9951000000000001
BRD-K75430629,0.9951000000000001
MOK,0.995
ATP5S,0.995
QRFPR,0.995
IP6K2,0.995
ZNF576,0.9948999999999999
CDK5,0.9948999999999999
ABCG2,0.9948999999999999
EIF4A2,0.9948999999999999
MEST,0.9947
DUSP7,0.9947
OAT,0.9945
DMEOB,0.9944
GNAS,0.9944
BRD-K91485395,0.9944
EIF5,0.9942
FBXO11,0.9942
ergocornine,0.9940000000000001
TSPAN8,0.9940000000000001
CD24,0.9940000000000001
tyrphostin-AG-1295,0.9940000000000001
epigallocatechin,0.9937
phensuximide,0.9937
AC-55649,0.9937
CDX2,0.9937
PBX1,0.9934000000000001
BRD-K88742110,0.9933
TPM1,0.9932
ZNF582,0.9929000000000001
NSD1,0.9929000000000001
ACD,0.9929000000000001
cinalukast,0.9929000000000001
nomegestrol,0.9926999999999999
IMPDH inhibitor,0.9926999999999999
TES,0.9926
CDK4,0.9926
KIF20A,0.9926
INPP1,0.9926
CCRN4L,0.9924
ALW-II-49-7,0.9922
DYNLT3,0.9921
RNH1,0.9921
MLH1,0.9917
ARHGEF6,0.9915999999999999
TSPAN4,0.9915999999999999
cholic-acid,0.9915
CREM,0.9913
SLC38A2,0.9913
ethisterone,0.9912000000000001
TBK1,0.9912000000000001
diltiazem,0.9912000000000001
LY-341495,0.9912000000000001
MPZL1,0.9911
EMSY complex LOF,0.9908
metanephrine,0.9908
PGBD1,0.9906999999999999
RALA,0.9906999999999999
razoxane,0.9904999999999999
USP14,0.9903
ZNF669,0.9903
KIF14,0.99
FZD7,0.9899
VDAC1,0.9897
IKK-2-inhibitor,0.9897
triacsin-c,0.9894
lenalidomide,0.9894
CDKAL1,0.9892
ANP32E,0.9889
KCNQ1,0.9889
LYRM1,0.9886
SEC16A,0.9886
O3FAR1,0.9884000000000001
LM-1685,0.9883
IFIH1,0.9881
2-aminopurine,0.988
4-(2-Amino-ethyl)-benzenesulfonamide,0.988
F3,0.988
LIF,0.9879000000000001
COBL,0.9879000000000001
GAK,0.9876999999999999
ATF1,0.9876
butoconazole,0.9873000000000001
etodolac,0.9873000000000001
SEC24B,0.9871
KIAA0317,0.9869
SULT1A1,0.9868000000000001
GNPDA1,0.9865999999999999
CPD,0.9865999999999999
WASF3,0.9865
DFFA,0.9863
lapatinib,0.9863
3-amino-benzamide,0.9863
GSK-1904529A,0.9862000000000001
fexaramine,0.9859
SLC29A2,0.9858
BAS-09104376,0.9856
SH2B3,0.9856
PPP2R1A,0.9853000000000001
DHFR,0.9852
SMAD7,0.9852
liothyronine,0.985
diphenyleneiodonium,0.9848
TFE3,0.9845
NNT,0.9845
actarit,0.9845
TCF4,0.9843000000000001
hydrocortisone,0.9840000000000001
SIX2,0.9838
TMEM174,0.9838
RASD1,0.9838
HDAC1-selective,0.9837
deferiprone,0.9837
UTP18,0.9834
ODC1,0.9834
mupirocin,0.9831
AS-605240,0.9831
droxinostat,0.9831
DNM1L,0.9829000000000001
SOX10,0.9829000000000001
MGST2,0.9829000000000001
COX7B,0.9826999999999999
CDCA8,0.9826
Poly ADP ribose polymerases LOF,0.9825
NMRAL1,0.9825
ZM-241385,0.9823999999999999
RAB31,0.9823999999999999
OSGEP,0.9823000000000001
olanzapine,0.9821
U0126,0.982
ELF4,0.9819
LHX9,0.9819
VAPB,0.9819
SPAG4,0.9819
PSIP1,0.9815999999999999
LPHN2,0.9815999999999999
CFD,0.9814
MAPK1,0.9813
PAK4,0.9811
desoxypeganine,0.981
NR0B2,0.981
PREP,0.9809
SLC25A14,0.9806999999999999
BRD-K87426499,0.9803000000000001
TXN,0.9802
TRAM2,0.9801000000000001
huperzine-a,0.98
SLC35A3,0.9798
avrainvillamide-analog-3,0.9798
BCL6B,0.9795999999999999
IGF2BP3,0.9793999999999999
BRD-K98297262,0.9792000000000001
COASY,0.9792000000000001
BCKDHA,0.9792000000000001
AP1B1,0.9792000000000001
barasertib,0.9792000000000001
DNAJC15,0.9789
parthenolide,0.9784999999999999
SB-216763,0.9784
DCTD,0.9784
VX-745,0.9783
NR0B1,0.9783
SEC14L1,0.9782
RS-67333,0.9782
SLC22A18,0.9782
RPS6KL1,0.9781
ZKSCAN2,0.9778
SJ-172550,0.9776
NLK,0.9776
UBE2N,0.9775
QARS,0.9775
RRP8,0.9771
POLE3,0.977
oxymetholone,0.9767
SALL4,0.9764
RPS6KB2,0.9763
nTZDpa,0.9763
ICAM1,0.9763
ZNF212,0.9761
IGF2,0.9759
CISD1,0.9759
KLF14,0.9758
ERO1L,0.9756999999999999
WNT7B,0.9756
DBI,0.9754999999999999
LIM class homeoboxes GOF,0.9754
CERK,0.9754
LRP4,0.9754
alisertib,0.9753000000000001
mycophenolic-acid,0.9752
ABCA5,0.9751000000000001
HINT1,0.975
XPO7,0.975
CISH,0.9749
PUS10,0.9749
AS-604850,0.9745999999999999
PD-169316,0.9743999999999999
BCL9,0.9743
mycophenolate-mofetil,0.9743
AP4S1,0.9742000000000001
FAM114A2,0.9740000000000001
metyrapone,0.9739
FADS2,0.9739
KCTD5,0.9738
CCDC85B,0.9737
CDK8,0.9736
testosterone,0.9732
PARP15,0.9732
rescinnamine,0.9732
ATF4,0.9726
flecainide,0.9723999999999999
17-hydroxyprogesterone-caproate,0.9723
QX-222,0.9722
TCF7L2,0.9722
RAB11FIP2,0.9721
VU-0400071-3,0.9717
S1PR3,0.9715
CAT,0.9712999999999999
PDGFRB,0.9712999999999999
TFDP1,0.9712999999999999
LOXL1,0.9712000000000001
NIPBL,0.9711
ARHGEF2,0.971
UCK2,0.9706999999999999
PTPRF,0.9704999999999999
SQSTM1,0.9704999999999999
tyrphostin-AG-82,0.9704
MSX1,0.9702
CELSR2,0.9701000000000001
TTNPB,0.97
SUCNR1,0.97
HAL,0.97
erythromycin,0.97
NUP62,0.9695
SOAT1,0.9693999999999999
TNFSF8,0.9692000000000001
LPGAT1,0.9686
n-(3-acetamidophenyl)-3-chlorobenzamide,0.9686
L-692585,0.9686
lansoprazole,0.9684999999999999
chlormadinone,0.9684
BRD-A05680309,0.9681000000000001
DVL1,0.9681000000000001
FBXO5,0.9679000000000001
YAF2,0.9679000000000001
SU-11274,0.9677
BRD-K70693222,0.9675
racephedrine,0.9675
PDXK,0.9673999999999999
PPAT,0.9673
CD320,0.9673
ADNP2,0.9672
CALM1,0.9671
LAP3,0.9668000000000001
CAB39,0.9667
zidovudine,0.9665
KUC103898N,0.9664
NU-1025,0.9661
MYNN,0.9661
clobenpropit,0.966
vinorelbine,0.9659
KIF5B,0.9659
AM-404,0.9658
flubendazole,0.9658
RNF166,0.9656999999999999
osthol,0.9655
MIF,0.9654
TIMELESS,0.9654
POLA2,0.9653
L-368899,0.9651000000000001
etodolac,0.965
CERS3,0.965
finasteride,0.9649
PBRM1,0.9645
ASF1B,0.9643999999999999
LRPAP1,0.9643
EFCAB2,0.9642000000000001
ZNF398,0.9639
TRAF1,0.9637
etoposide,0.9637
tamoxifen,0.9634
FLT3,0.9634
FBXO11,0.9634
CHAC1,0.9632
BRD-K15107389,0.9632
HOXB7,0.9629000000000001
aspirin,0.9629000000000001
AS-703026,0.9627
ARPC1A,0.9626
lonidamine,0.9625
HMGA1,0.9623999999999999
esmolol,0.9623
MRGPRX1,0.9621999999999999
XRCC6,0.9621999999999999
MBOAT7,0.9621999999999999
mestanolone,0.9621999999999999
AES,0.9621999999999999
ZNF114,0.9621
pravastatin,0.9619
HOXB5,0.9616
BIRC2,0.9614
PTPN11,0.9612
fluocinonide,0.9612
MYCBP2,0.9612
PPT1,0.9611
ING3,0.9611
phenytoin,0.9608
TMEM110,0.9606999999999999
TADA3,0.9606
GFOD1,0.9606
betamethasone,0.9605
L-2167,0.9605
ZNF562,0.9604
proadifen,0.9603
TATDN2,0.9603
CD58,0.96
RELA,0.9599
amonafide,0.9598
GAA,0.9597
naltriben,0.9597
LPHN1,0.9597
GW-843682X,0.9595
arctigenin,0.9595
TCF7L2,0.9595
immepip,0.9594
naloxone,0.9591
danoprevir,0.9591
PLA2G12B,0.9589
NIPSNAP1,0.9589
methantheline,0.9586
zuclopenthixol,0.9584
SMARCE1,0.9581999999999999
YWHAZ,0.9581999999999999
POU5F1,0.9579000000000001
RS-16566,0.9578
BRD-K67258146,0.9577
entacapone,0.9576
CCP110,0.9576
ASNS,0.9573999999999999
ANKRD10,0.9573
VU-0400193-3,0.9573
BAY-K8644,0.9573
Bile acid,0.9571999999999999
PNU-120596,0.9571999999999999
HEY1,0.9570000000000001
TFCP2,0.9569
ATP6V1A,0.9568000000000001
tacrolimus,0.9567
SRC,0.9566
tosyl-phenylalanyl-chloromethyl-ketone,0.9565
MBNL2,0.9562
isoxicam,0.9562
ramipril,0.9561
GPR83,0.956
TXNRD3,0.956
TNFRSF6B,0.956
KDELR3,0.9559000000000001
CNOT3,0.9558
phenprobamate,0.9556999999999999
NOSIP,0.9556
ponalrestat,0.9556
MAPKAPK2,0.9554
SLC3A1,0.9553
capsaicin,0.9553
STO-609,0.9551999999999999
Targets of VEGFR inhibitors GOF,0.9549
FOSL2,0.9542
VU-0420363-1,0.9539
IRL-2500,0.9536
NFRKB,0.9534
ZNF277,0.9533
IPO13,0.953
doxylamine,0.9529000000000001
I-OMe-AG-538,0.9528
PRDM1,0.9526
NQO2,0.9525
CAY-10577,0.9521
EIF2B5,0.9521
S100A13,0.9518000000000001
NRBF2,0.9518000000000001
clomifene,0.9512
HG-5-88-01,0.9512
RAB5A,0.9506999999999999
PFAS,0.9505
EDNRB,0.9505
ZC3H4,0.9499
beta-CCP,0.9499
CXCL2,0.9497
RNF7,0.9497
cladribine,0.9495999999999999
Dihydrofolate reductase inhibitor,0.9494
HSD17B4,0.9493
RPS6KB1,0.9490999999999999
BIK,0.9487000000000001
ATP6V0B,0.9487000000000001
diethylcarbamazine,0.9486
HG-5-113-01,0.9481999999999999
INS,0.9481999999999999
SPHK2,0.9481
P2RY6,0.9481
STAT2,0.9481
FGFR4,0.948
retinol,0.9479000000000001
NFIB,0.9477
GLTSCR1,0.9477
doxepin,0.9475
FOS transcription factor family GOF,0.9473999999999999
PHF19,0.9473
FGIN-1-43,0.9473
RAD51,0.9470999999999999
NDUFA3,0.9470999999999999
PIK3CD,0.9468000000000001
avrainvillamide-analog-5,0.9466
BRP44,0.9464
COQ3,0.9462
ZNF85,0.9462
SCP2,0.946
CELSR3,0.9457
PKM2,0.9456
BCR,0.9455
DNM1,0.9451999999999999
LAGE3,0.9451
melperone,0.9451
GW-311616,0.9451
JNJ-26854165,0.945
CEP55,0.945
desoxycortone,0.945
HC-toxin,0.9448000000000001
SPEN,0.9448000000000001
sulfafurazole,0.9447
norgestimate,0.9445
TCEA1,0.9445
linezolid,0.9445
betahistine,0.9442
PAF1,0.9442
X linked mental retardation group 2 LOF,0.9440999999999999
GSK-461364,0.9440999999999999
GMPR2,0.9440000000000001
BRD-K16618170,0.9440000000000001
flucytosine,0.9440000000000001
tranilast,0.9438
MTFR1,0.9437000000000001
PEBP1,0.9437000000000001
DDB2,0.9436
idarubicin,0.9436
POU2F1,0.9434999999999999
OXSR1,0.9434
IAA-94,0.9433
salubrinal,0.9426000000000001
POLQ,0.9426000000000001
epibatidine,0.9426000000000001
voriconazole,0.9423999999999999
SOX4,0.9423
IL13RA1,0.9423
westcort,0.9422
FOXJ2,0.9420999999999999
FKBP3,0.9420999999999999
CASK,0.9420999999999999
CTBP2,0.9419
HCAR1,0.9419
FZD6,0.9419
ACBD3,0.9412
cytochalasin-d,0.9411
ADSS,0.9411
duloxetine,0.9409000000000001
estradiol,0.9409000000000001
zaprinast,0.9408
epoxycholesterol,0.9408
FGFR inhibitor,0.9407
CAY-10618,0.9405
STAMBP,0.9403
MRGPRX4,0.9401999999999999
