drug_name,RCMB28
PSMG1,0.9995
PAPSS1,0.9995
EIF2C3,0.9995
EIF4E,0.9995
AIRE,0.9992
DYNLT3,0.9992
PABPC1,0.9992
HADHA,0.9991
TNKS2,0.9989
NIPBL,0.9989
ESRRA,0.9987
LRPAP1,0.9987
SCMH1,0.9987
DMEOB,0.9982
PGBD1,0.9981
PRMT3,0.998
bendroflumethiazide,0.9979
SRP14,0.9979
CLEC16A,0.9979
ZNF212,0.9979
TADA3,0.9976999999999999
PBX1,0.9976
zileuton,0.9976
USP14,0.9976
lenalidomide,0.9972
FAM114A2,0.9972
TMEM110,0.9972
PIK3C2A,0.9971
CHAC1,0.9969
XPO7,0.9968
TSPAN4,0.9968
MLH1,0.9968
CCRN4L,0.9968
CCNH,0.9965999999999999
Poly ADP ribose polymerases LOF,0.9965999999999999
nomegestrol,0.9965
COX7B,0.9964
TP53TG1,0.9963
ADAT1,0.9963
EIF4A2,0.9963
actarit,0.9961
SIN3A,0.9961
MIF,0.9961
BRD-K70693222,0.996
TMEM174,0.9958
MAPK3,0.9958
INPP1,0.9958
ATG4A,0.9958
MPL,0.9954999999999999
SRPK1,0.9954000000000001
finasteride,0.9954000000000001
RBBP7,0.9954000000000001
CEBPZ,0.9953
TSPAN8,0.9952
EDNRB,0.995
RBBP4,0.995
MIF,0.9948999999999999
ARPC1A,0.9948999999999999
LHX9,0.9948999999999999
ZNF85,0.9948999999999999
CPNE3,0.9945
MGST2,0.9944
RALA,0.9944
CISH,0.9939
P2RY2,0.9937
CERK,0.9937
DUSP7,0.9934000000000001
RHOBTB1,0.9934000000000001
BRD-K91485395,0.9933
JTE-013,0.993
SOX10,0.993
norepinephrine,0.993
SULT1A1,0.9929000000000001
danazol,0.9929000000000001
GSK-1904529A,0.9926
A2M,0.9924
DTX2,0.9924
deferiprone,0.9922
pravastatin,0.9922
ATP6V1D,0.9919
rescinnamine,0.9919
ZNF562,0.9917
ponalrestat,0.9915999999999999
SLC7A11,0.9915
CELSR2,0.9915
tosyl-phenylalanyl-chloromethyl-ketone,0.9914000000000001
FBXO11,0.9913
UCK2,0.9913
LM-1685,0.9912000000000001
NNT,0.9911
diltiazem,0.9908
PRKAR2A,0.9908
IRL-2500,0.9908
LPHN1,0.9904999999999999
DR1,0.9904999999999999
PFN2,0.9904999999999999
DHFR,0.9903
phensuximide,0.9901000000000001
ethisterone,0.9901000000000001
DFFA,0.99
DNM1L,0.9898
AURKB,0.9897
LAMB1,0.9897
PRDM1,0.9895
CREM,0.9895
TCF4,0.9895
ALW-II-49-7,0.9894
ergocornine,0.9894
SCP2,0.9893000000000001
SALL4,0.9892
LIM class homeoboxes GOF,0.9889
GPR160,0.9887999999999999
ADSS,0.9887
KIF2C,0.9887
ARHGEF2,0.9887
BRD-A38793261,0.9886
EMSY complex LOF,0.9884999999999999
AP4S1,0.9884000000000001
pantoprazole,0.9881
PHF19,0.988
SLC38A2,0.9878
desoxycortone,0.9876999999999999
isoxicam,0.9876999999999999
SIX2,0.9876999999999999
EGR1,0.9876
VDAC1,0.9876
PREP,0.9875
etodolac,0.9875
CAB39,0.9873999999999999
TAF5L,0.9873999999999999
CDCA8,0.9873000000000001
fexaramine,0.9873000000000001
FBXO11,0.9873000000000001
POLE3,0.9871
PLOD2,0.9871
KCTD5,0.9868000000000001
SB-216763,0.9865999999999999
salubrinal,0.9863
KIAA0317,0.9862000000000001
IKK-2-inhibitor,0.9859
lapatinib,0.9859
coumarin,0.9858
PPM1L,0.9858
QW-BI-011,0.9856999999999999
TPM1,0.9854999999999999
n-(3-acetamidophenyl)-3-chlorobenzamide,0.9853000000000001
rucaparib,0.9852
ERCC4,0.985
QX-222,0.9848
CEP72,0.9847
SOAT1,0.9847
PTGER4,0.9843999999999999
YWHAZ,0.9843000000000001
NRIP3,0.9843000000000001
TPR,0.9842
linezolid,0.9842
OXSR1,0.9839
RPS6KL1,0.9839
tyrphostin-AG-1295,0.9836
RPL39L,0.9834
chlormadinone,0.9834
ISOC1,0.9832
zidovudine,0.9831
TRAF2,0.9831
TES,0.9829000000000001
PRKAB1,0.9829000000000001
pseudopelletierine,0.9826999999999999
EIF5,0.9825
HMOX1,0.9823999999999999
GMPR2,0.9822
STAT2,0.9821
ITPKA,0.9819
farnesylthioacetic-acid,0.9818000000000001
DCTD,0.9813
NSD1,0.9811
LPGAT1,0.9811
ANKZF1,0.981
KIF14,0.9808
PPP2R1A,0.9808
TCS-359,0.9806999999999999
LGALS1,0.9806
STXBP2,0.9804
ASAH1,0.9803000000000001
OAT,0.9802
SEC14L1,0.98
TFDP1,0.98
altanserin,0.9799
PRKRIR,0.9795999999999999
piperidolate,0.9793999999999999
ROCK2,0.9793999999999999
TLE3,0.9793999999999999
QRFPR,0.9792000000000001
epibatidine,0.9789
avrainvillamide-analog-3,0.9789
BRD-K73285375,0.9789
POU2AF1,0.9789
SH2B3,0.9787
TFCP2,0.9786
ERO1L,0.9784999999999999
RELA,0.9784999999999999
BRD-K98297262,0.9782
danazol,0.9781
BRD-K17693482,0.9781
SLC29A2,0.9779000000000001
BAS-09104376,0.9778
MED28,0.9778
SPAG4,0.9778
BRD-K67258146,0.9778
repaglinide,0.9773999999999999
AGPAT2,0.9773000000000001
FZD7,0.9772
PDXK,0.9772
IGF2,0.9771
TBK1,0.9764
SATB1,0.9764
BAY-K8644,0.9762000000000001
RRP8,0.9761
SIRPG,0.976
parthenolide,0.976
TFAP4,0.9758
metyrapone,0.9756999999999999
capsaicin,0.9756999999999999
RAB31,0.9756
CRYZ,0.9756
PIAS3,0.9754999999999999
BRP44,0.9754
PI3K Signaling LOF,0.9754
PSMD5,0.9753000000000001
SCYL3,0.9753000000000001
BRD-A93048969,0.9752
guanfacine,0.975
naltriben,0.9748
lonidamine,0.9748
RAB11FIP2,0.9745
DBI,0.9745
ORM1,0.9745
RCHY1,0.9743
CRCP,0.9741
SLC5A6,0.9741
NPDC1,0.9740000000000001
AC-55649,0.9739
AS-703026,0.9739
ingenol,0.9737
ABCF1,0.9737
GRPR,0.9736
SEC24B,0.9729000000000001
LPAR6,0.9726
MYNN,0.9726
BRD-K26947839,0.9725
CASK,0.9723999999999999
PHYH,0.9722
PAFAH1B3,0.9721
STK24,0.9721
ATP5S,0.9719
flecainide,0.9718000000000001
naftidrofuryl,0.9718000000000001
17-hydroxyprogesterone-caproate,0.9717
LYN,0.9716
LYRM1,0.9715
NLK,0.9714
MELK,0.9712000000000001
liothyronine,0.9709
SULT1A2,0.9708
hydroquinidine,0.9708
DUT,0.9708
rimexolone,0.9708
PEMT,0.9708
griseofulvin,0.9706999999999999
CISD1,0.9706999999999999
Bile acid,0.9704999999999999
UBE2J1,0.9704
ASF1B,0.9703
PIAS1,0.9703
IL12B,0.9703
metanephrine,0.97
NAA25,0.97
apicidin,0.97
ALG2,0.9699
BRD-K88742110,0.9698
ODC1,0.9695999999999999
UTP18,0.9695
Targets of VEGFR inhibitors GOF,0.9695
betahistine,0.9693999999999999
CPD,0.9693999999999999
NFIB,0.9693
DNTTIP2,0.9691
TRAM2,0.9691
HDAC11,0.9690000000000001
NDUFA3,0.9686
etomidate,0.9686
sumatriptan,0.9684999999999999
LRP4,0.9684
NFKB1,0.9684
NLK,0.9681000000000001
sitagliptin,0.9679000000000001
fluocinonide,0.9679000000000001
bromocriptine,0.9675
L-701324,0.9673
CD320,0.9672
DVL1,0.9671
LIMK2,0.9667
SLC29A1,0.9667
IB-MECA,0.9665
HSF2,0.9662000000000001
S1PR3,0.9658
argatroban,0.9658
IGFBP6,0.9658
ATF4,0.9655
BML-190,0.9655
HOXB7,0.9654
RASSF2,0.9653
nocodazole,0.9652
SIAH2,0.9648
FPL-64176,0.9641
triprolidine,0.9640000000000001
ZBTB24,0.9639
DLD,0.9638
STK11,0.9638
UGP2,0.9637
etodolac,0.9636
FBRS,0.9634
FEZ1,0.9632999999999999
ZNF398,0.9632
TRIM9,0.963
SLC25A14,0.963
cholic-acid,0.963
STRADB,0.963
RABGGTA,0.9628
SNX11,0.9627
PTPRF,0.9626
CDK8,0.9625
FOXJ2,0.9623
RNF7,0.9623
vinorelbine,0.9623
danoprevir,0.9619
probucol,0.9615
TNF,0.9614
melperone,0.9614
ARAF,0.9614
CTTN,0.9614
ENOPH1,0.9612999999999999
VAPB,0.9612999999999999
etacrynic-acid,0.9612
tacrolimus,0.9609000000000001
ARF6,0.9609000000000001
CDKN1A,0.9605
ATF1,0.9605
celecoxib,0.9603
idarubicin,0.9601999999999999
ALDH3B2,0.9601000000000001
TNFRSF10A,0.96
RXFP4,0.96
YWHAH,0.9597
LIPH,0.9597
TSN,0.9595999999999999
UAP1,0.9595999999999999
COASY,0.9595
zuclopenthixol,0.9594
LY-341495,0.9589
CDIPT,0.9587
NDUFB1,0.9584999999999999
ATMIN,0.9584
tyrphostin-AG-82,0.9581999999999999
POLR1A,0.9581999999999999
testosterone,0.9581000000000001
CFD,0.958
SRC,0.9579000000000001
arctigenin,0.9578
3-amino-benzamide,0.9577
GNAS,0.9575
retinol,0.9573999999999999
rhodomyrtoxin,0.9573999999999999
mupirocin,0.9573999999999999
GW-311616,0.9573999999999999
NTRK1,0.9573
IRF3,0.9573
CDKAL1,0.9571999999999999
flumazenil,0.9571
ZNF436,0.9569
ARHGAP1,0.9568000000000001
tropisetron,0.9568000000000001
CSNK1G3,0.9562999999999999
betamethasone,0.9562999999999999
RS-102895,0.9562
MCOLN1,0.956
clomifene,0.956
KIF9,0.9556
NR0B2,0.9555
GSTP1,0.9554
ZSWIM2,0.9554
KCNQ1,0.9554
ANKZF1,0.9551999999999999
CDK5,0.9551000000000001
HARS,0.9549
ESYT1,0.9548000000000001
BRD-A05680309,0.9544
SOS2,0.9542
BUD31,0.9542
P2RY6,0.9531000000000001
IFIT5,0.9529000000000001
skatole,0.9528
BRD-K87426499,0.9527
DHX8,0.9527
KLF14,0.9526
ZNF77,0.9523999999999999
SLC36A4,0.9523
JX-401,0.9521999999999999
gabazine,0.9521999999999999
PPP2R3C,0.9521
AP2M1,0.9520000000000001
ITGA4,0.9519
TCF7L2,0.9519
fenbendazole,0.9518000000000001
hydrocortisone,0.9514
LGALS1,0.9512999999999999
TNFRSF6B,0.9512
RPF1,0.9511
HEATR1,0.9508
ADNP2,0.9506999999999999
GAA,0.9505
RPS6KB2,0.95
SMAD7,0.95
metixene,0.9498000000000001
idebenone,0.9495999999999999
AES,0.9492
MAOA,0.9492
E2F8,0.9490000000000001
doxercalciferol,0.9489
olanzapine,0.9487000000000001
MBNL2,0.9487000000000001
RNH1,0.9487000000000001
MTFR1,0.9486
CEP55,0.9484999999999999
LY-288513,0.9484999999999999
NIPSNAP1,0.9483
CFTR,0.9483
triacsin-c,0.9481999999999999
cytochalasin-b,0.9479000000000001
oxymetholone,0.9479000000000001
RASD1,0.9475
"tropanyl-3,5-dimethylbenzoate",0.9473999999999999
TSPAN6,0.9473
TCEA1,0.9473
BCKDHA,0.9473
buspirone,0.9472
GAK,0.9470000000000001
ATP6V0B,0.9468000000000001
ELF4,0.9467
BRD-K16618170,0.9465
aspirin,0.9464
MRGPRD,0.9462999999999999
SNX6,0.9462999999999999
hexylresorcinol,0.9462
AP1S2,0.9460999999999999
FADS2,0.9460999999999999
AKR1C2,0.946
PIK3CD,0.946
GTF3C2,0.9459000000000001
ZNF449,0.9457
SQSTM1,0.9457
NR2C1,0.9457
febuxostat,0.9455
IRF9,0.9455
YC-1,0.9454
SLC3A1,0.9453
KLF11,0.9453
UBE2N,0.9451
PAQR7,0.945
PPP2R2C,0.9449
BRD-K63784565,0.9448000000000001
GLDC,0.9448000000000001
ofloxacin,0.9445
PHF16,0.9445
LOXL1,0.9444
diethylcarbamazine,0.9443
MAPK1,0.9443
fluticasone,0.9443
nabumetone,0.9442
DRAP1,0.9442
gedunin,0.9438
homosalate,0.9437000000000001
lumicolchicine,0.9429000000000001
RPS6KA4,0.9429000000000001
benzanthrone,0.9425
TAF13,0.9425
sertaconazole,0.9423999999999999
GABARAPL1,0.9423999999999999
RRM2,0.9423999999999999
necrostatin-1,0.9422
AM-404,0.9422
RBM6,0.9420999999999999
HDAC1-selective,0.9420000000000001
RAD51C,0.9418000000000001
phenprobamate,0.9418000000000001
CDK4,0.9415
SMU1,0.9414
LIF,0.9412999999999999
naftopidil,0.9412999999999999
TTNPB,0.9412
BCKDK,0.9412
benzthiazide,0.9411
APBB2,0.9411
treprostinil,0.9409000000000001
MSX1,0.9408
POU5F1,0.9408
tripelennamine,0.9401
epoxycholesterol,0.9401
SLC1A5,0.94
UTP14A,0.9389
OAT,0.9383
RPS16,0.938
UBE2C,0.9375
ZNF576,0.9373999999999999
PNU-120596,0.9373999999999999
NDUFS6,0.9373999999999999
Cyclooxygenase inhibitor,0.9373
GNAI1,0.937
PCCB,0.9366
GPR151,0.9366
BUB1B,0.9362999999999999
quinine,0.9362
AS-605240,0.9358
CAY-10618,0.9356
2-aminopurine,0.9356
tetracycline,0.9355
OR52B2,0.9351
ZNF354B,0.9348000000000001
TPD52L3,0.9347
raltitrexed,0.9346
flubendazole,0.9345
cinalukast,0.9343
SMO,0.9342
Vitamin D receptor agonist,0.934
TPD52L2,0.9339
DPH2,0.9337000000000001
KLF6,0.9336
SPEN,0.9334
Akt Signaling GOF,0.9331
TTNPB,0.9329999999999999
FAM20B,0.9329999999999999
MAS1L,0.9329000000000001
ARHGEF6,0.9328
ATRX,0.9327
WT-171,0.9326000000000001
MIXL1,0.9326000000000001
PAK1,0.9325
n-arachidonyl-GABA,0.932
GNA15,0.9318000000000001
MORF4L1,0.9318000000000001
HG-5-88-01,0.9316
MRGPRX1,0.9315000000000001
alisertib,0.9314
TFE3,0.9314
ARHGEF11,0.9312
CP-55940,0.9311
BRPF1,0.9309999999999999
EED,0.9309999999999999
VU-0400193-3,0.9309000000000001
PAFAH1B2,0.9307
MOK,0.9306
GW-843682X,0.9306
doxepin,0.9305
FGF9,0.9303
SJ-172550,0.93
SANT-1,0.9298000000000001
TPI1,0.9298000000000001
OSGEP,0.9297
zacopride,0.9295
SRC-kinase-inhibitor-II,0.9293
TRAP1,0.9293
PEBP1,0.9292
BRD-K41143549,0.9289000000000001
liquiritigenin,0.9288
POLA2,0.9285
PA2G4,0.9283
ABCC1,0.9283
HLA-DPB1,0.9283
GNPDA1,0.9281999999999999
SPHK2,0.9281
methysergide,0.9279000000000001
GTF2A2,0.9279000000000001
SDM25N,0.9278
ritonavir,0.9277
BCL6B,0.9275
POLQ,0.9275
sulfafurazole,0.9274
Benzodiazepine receptor agonist,0.927
PT-630,0.9268000000000001
NMRAL1,0.9267
SLC35F2,0.9267
HDAC1,0.9267
SCAF8,0.9265000000000001
NRP1,0.9262
HC-toxin,0.9259999999999999
amcinonide,0.9258
HAL,0.9255
CGP-37157,0.9251999999999999
resveratrol,0.9251999999999999
NOSIP,0.9248999999999999
GSK-461364,0.9246
LONRF2,0.9244
TNFRSF1A,0.9243000000000001
lupanine,0.9240999999999999
ISOX,0.9238
felodipine,0.9235
KCNMA1,0.9234
SLC22A4,0.9233
KUC104502N,0.9231999999999999
FGB,0.9231
PIGB,0.9231
FGFR1,0.9229
MED1,0.9226000000000001
VU-0420363-1,0.9225
CCRN4L,0.9224
pindolol,0.9218000000000001
pyrrolidine-dithiocarbamate,0.9217
clofibric-acid,0.9216
ZNF277,0.9214
TRAF1,0.9213
AKT3,0.9211
ZNF595,0.9209999999999999
ZSCAN29,0.9209999999999999
PD-173074,0.9209
PLOD3,0.9208
ANP32E,0.9207
NR0B1,0.9206
FGIN-1-43,0.9201999999999999
LIAS,0.9197
BRD-A80383043,0.9197
cladribine,0.9193000000000001
guggulsterone,0.919
FGFR3,0.9189
PFAS,0.9186
PTDSS1,0.9186
niflumic-acid,0.9185
L-368899,0.9183
VX-745,0.9183
PRSS2,0.9181
OAS1,0.9178000000000001
BRD-K15107389,0.9176000000000001
altrenogest,0.9175
TLE1,0.9174
TMED9,0.9173
GPR174,0.9172
NFKBIE,0.9170999999999999
perospirone,0.917
CCDC85B,0.9168000000000001
TIMP4,0.9167000000000001
tacrolimus,0.9167000000000001
PJA1,0.9165000000000001
TOPBP1,0.9164
ACADSB,0.9164
QARS,0.9163
STK11,0.9159
rosmarinic-acid,0.9158
TCEA1,0.9158
GLTSCR1,0.9158
AT-9283,0.9158
NADH ubiquinone oxidoreductase supernumerary subunits LOF,0.9153
STAT6,0.9148000000000001
SOD2,0.9148000000000001
HMGN3,0.9145
PTPN4,0.9143000000000001
AS-604850,0.9139
Dihydrofolate reductase inhibitor,0.9138
etoposide,0.9138
PCGF3,0.9136
UBE2E3,0.9136
LAMP2,0.9135
CAY-10577,0.9131
ICMT,0.9128000000000001
mirin,0.9126000000000001
xanthohumol,0.9126000000000001
mestanolone,0.9123
RDH11,0.9122
EIF1B,0.9118
nitrazepam,0.9116
HLF,0.9116
barasertib,0.9109999999999999
