,ICB1572
gdsc_Quizartinib,0.6623848980464279
gdsc_Navitoclax,0.6587588702231345
gdsc_GSK1070916,0.6263321436706019
gdsc_Linsitinib,0.6261238316245149
gdsc_Tubastatin A,0.5989793276783791
gdsc_Tretinoin,0.582633105181779
gdsc_QL-XII-61,0.5702340848926963
gdsc_SB52334,0.5619209151447115
gdsc_Axitinib,0.5593859209732198
gdsc_GSK429286A,0.5558926606239697
gdsc_VX-702,0.5515928154937559
gdsc_TL-2-105,0.5484773641778553
gdsc_GW-2580,0.5476988027386459
gdsc_BX-912,0.5046214730277272
gdsc_Amuvatinib,0.4613229266599234
gdsc_Rucaparib,0.45649448415015526
ctrp_dabrafenib,0.4495070941384905
gdsc_XMD13-2,0.44373185009511507
ctrp_tubastatin A,0.43980162054285693
gdsc_HG-5-88-01,0.4387678856331793
ctrp_avrainvillamide,0.4306296109002941
ctrp_linsitinib,0.42788841186759086
gdsc_SB-505124,0.4248785608521848
ctrp_sotrastaurin,0.42228804540762116
ctrp_Compound 7d-cis,0.4138047668474504
ctrp_serdemetan,0.41188546579027624
gdsc_GSK319347A,0.41106634083131394
ctrp_CCT036477,0.4082770812419862
ctrp_BMS-195614,0.40410990336211156
ctrp_skepinone-L,0.40311742821668883
gdsc_Ispinesib Mesylate,0.4025483645271648
ctrp_BRD-K51490254,0.4006320099849938
ctrp_BRD-K42260513,0.40045032942057485
ctrp_BRD-K88742110,0.39983082474788445
ctrp_BRD-K99006945,0.39627749814261637
ctrp_ABT-737,0.3950469810996008
ctrp_XL765,0.3926155630925415
ctrp_barasertib,0.3925234294805865
ctrp_BRD-K49290616,0.39197146296885765
ctrp_IU1,0.39109771727671394
ctrp_axitinib,0.3893866559705932
ctrp_BRD-K34485477,0.3891785277760798
gdsc_KIN001-266,0.3878406174142903
ctrp_staurosporine,0.38531339230284967
ctrp_BRD-K26531177,0.3849731046707829
ctrp_ML050,0.38495458972974833
ctrp_BRD-K24690302,0.38149336490984004
ctrp_CIL55,0.3800289291634965
ctrp_SZ4TA2,0.37948618813397866
ctrp_tretinoin,0.37899631389820465
ctrp_BRD-M00053801,0.37888513167524407
ctrp_indisulam,0.3780683735841347
ctrp_tacrolimus,0.37708121011606854
ctrp_SR1001,0.3742520121415162
ctrp_belinostat,0.3742402451783931
ctrp_BRD-K28456706,0.37237982685517385
ctrp_BRD-A71883111,0.3711839494031305
ctrp_Compound 1541A,0.3698767244972203
ctrp_Repligen 136,0.36962104580338756
ctrp_ML203,0.36913001858457345
ctrp_BRD-K51831558,0.3683144297961295
ctrp_chlorambucil,0.36598217620872264
ctrp_BRD-K13999467,0.36381206337972016
ctrp_tipifarnib-P1,0.3636204566851595
ctrp_epigallocatechin-3-monogallate,0.36332706447226015
ctrp_NSC23766,0.3624430305339032
gdsc_Talazoparib,0.3608739069486211
ctrp_ML239,0.360491521264893
ctrp_VX-680,0.3599442013406763
ctrp_olaparib,0.358780065254592
ctrp_RG-108,0.3586909571319684
ctrp_foretinib,0.35746868507751245
ctrp_BRD-K29313308,0.35736597966890243
ctrp_omacetaxine mepesuccinate,0.356796849232555
ctrp_16-beta-bromoandrosterone,0.3560148892616558
ctrp_fingolimod,0.3555409473443584
ctrp_compound 1B,0.3544587696932345
gdsc_TPCA-1,0.3536715422009832
ctrp_PD 153035,0.35206805669833013
ctrp_Mdivi-1,0.35142719059261335
ctrp_ABT-199,0.351228404286903
ctrp_JW-74,0.35084073643844127
gdsc_Cisplatin,0.3505631308661186
ctrp_968,0.35050910727779333
ctrp_JW-55,0.3501841778551393
ctrp_CIL41,0.35012376773755227
ctrp_PRIMA-1-Met,0.34951260674377893
gdsc_KIN001-270,0.3494449805207777
ctrp_itraconazole,0.3489834537273518
ctrp_isoliquiritigenin,0.3480779228056782
ctrp_sitagliptin,0.3474324192888627
ctrp_imatinib,0.34614979689212433
ctrp_BRD-K84807411,0.34609759209538177
ctrp_PLX-4720,0.34447138382133125
ctrp_QS-11,0.3440495909379856
ctrp_MI-2,0.34217559113241525
ctrp_BRD1835,0.34186893424477016
ctrp_necrostatin-7,0.340042004450863
ctrp_BRD-K11533227,0.3399133734092373
ctrp_BRD-K29086754,0.339418738072939
gdsc_BMS-345541,0.33938656617683877
ctrp_tamoxifen,0.3393497984027791
ctrp_darinaparsin,0.3391295297253293
ctrp_MGCD-265,0.3381655724119735
ctrp_TG-100-115,0.3379236666873981
ctrp_SKI-II,0.3372912992333949
ctrp_ceranib-2,0.3369991741244958
ctrp_alisertib,0.33583688969352765
ctrp_BRD6340,0.33557547004514143
ctrp_BRD-K41597374,0.33506726332469294
ctrp_apicidin,0.3344810019159383
ctrp_BMS-270394,0.33248046725998276
ctrp_bexarotene,0.3317050942984959
ctrp_CAY10576,0.33162734806585414
ctrp_lenvatinib,0.3312154338557196
ctrp_KW-2449,0.3309077995711937
ctrp_BRD-K19103580,0.33022231034923555
ctrp_MG-132,0.3301616988365765
ctrp_NSC30930,0.32948189970858177
ctrp_AZD1480,0.32937906608746453
ctrp_LY-2183240,0.328822498486664
ctrp_MST-312,0.32877775493026695
ctrp_BRD-K92856060,0.3281858627782937
ctrp_BRD-K61166597,0.3274380987328325
ctrp_BRD8899,0.32706363671924815
ctrp_cytarabine hydrochloride,0.3260510946998122
ctrp_AZD4547,0.32350451685490184
ctrp_trifluoperazine,0.32266133817556736
ctrp_NSC19630,0.3225668510317659
ctrp_NSC 74859,0.3221534356940103
gdsc_NPK76-II-72-1,0.3220166810709442
ctrp_NVP-ADW742,0.3216335849069962
ctrp_pitstop2,0.3215413775536382
ctrp_ML006,0.3206797495048304
ctrp_KPT185,0.3197174739453874
ctrp_ISOX,0.3194283117666232
ctrp_PX-12,0.3192844400845923
ctrp_FGIN-1-27,0.31916958105349885
ctrp_BRD-K66532283,0.31914670086560976
gdsc_Daporinad,0.3182522288965667
ctrp_manumycin A,0.31710429275956903
ctrp_PF-184,0.3170745045080016
ctrp_sildenafil,0.31704471598715434
ctrp_AT-406,0.3168372699616118
ctrp_ELCPK,0.3166079804063248
ctrp_KU-0063794,0.31617755953600474
ctrp_BRD-K34099515,0.31581675619211613
ctrp_tacedinaline,0.3158012888675529
ctrp_BIRB-796,0.31578460357591975
ctrp_vorinostat,0.3157323340086824
ccle_LBW242,0.3156215077819712
ctrp_LBH-589,0.31524542363305297
ctrp_AC55649,0.3151414362612154
ctrp_navitoclax,0.3145679368451564
ctrp_BRD-K37390332,0.31442719154328747
ctrp_NSC95397,0.31426667324747487
ctrp_KU-55933,0.31395355109390544
ctrp_elocalcitol,0.3138452786635406
ctrp_BRD-K90370028,0.3135840938088789
ctrp_NSC48300,0.3134760995037436
ctrp_ML083,0.31338414472622234
ctrp_CIL70,0.31283836995346204
ctrp_necrosulfonamide,0.3126545972635802
ctrp_PDMP,0.3118186550077921
ctrp_BIBR-1532,0.3115217750068838
ctrp_HLI 373,0.31132075501855233
ctrp_Compound 23 citrate,0.31024133232874396
gdsc_BMS-754807,0.3093947374088398
ctrp_L-685458,0.3091164976550841
ctrp_BRD-K80183349,0.30873190906010917
ctrp_cucurbitacin I,0.308465308948507
ctrp_thalidomide,0.30832461636070696
ctrp_LRRK2-IN-1,0.30744625020065075
ctrp_BYL-719,0.30704039928496646
ctrp_ETP-46464,0.3068947144275663
ctrp_GMX-1778,0.30669823244218936
ctrp_vorapaxar,0.3066595146345825
ctrp_SN-38,0.3065507492895498
gdsc_ZM447439,0.3061976164221662
ctrp_RO4929097,0.3061658806860323
ctrp_cediranib,0.30544776535970564
ctrp_tivantinib,0.3050036608420697
ctrp_isoevodiamine,0.30488859590087697
ctrp_necrostatin-1,0.30475286013022435
gdsc_Vorinostat,0.3044992129448513
ctrp_lomeguatrib,0.3043763486322279
ctrp_pifithrin-mu,0.3042113085798475
ctrp_ML031,0.30313635615394613
ctrp_brivanib,0.30291234067818856
ctrp_erastin,0.30283013547062476
ctrp_SGX-523,0.3022459267530971
ctrp_BRD-K35604418,0.30210128399197467
ctrp_topotecan,0.30203837702619807
ctrp_Ki8751,0.30048527424996024
ctrp_pandacostat,0.29997073317464545
ctrp_BRD-K44224150,0.29988659714824195
gdsc_YM201636,0.29904732738547296
ctrp_CIL55A,0.298232370727847
ctrp_HC-067047,0.2977833260082109
ctrp_BRD-K75293299,0.29723293089794983
ctrp_crizotinib,0.2972008390904475
ctrp_PLX-4032,0.2968699313918424
ctrp_GSK1059615,0.2968001694710315
ctrp_UNC0638,0.29604090753598067
ctrp_dacarbazine,0.29588034903176336
ctrp_SB-225002,0.295673460686427
ctrp_PYR-41,0.2954725639638763
ctrp_ML311,0.29515959265643305
ctrp_BRD-K70511574,0.2949588579974428
ctrp_PF-3758309,0.2948593091842908
ctrp_rigosertib,0.29435160615541023
ctrp_Merck60,0.29430669138938387
ctrp_sunitinib,0.2941264514195331
ctrp_hyperforin,0.29389482480552137
ctrp_bendamustine,0.29361154849284354
ctrp_Ko-143,0.29319941767040797
ctrp_ML029,0.2931016176955626
ctrp_dinaciclib,0.2930916237653914
ctrp_BIX-01294,0.29306807933175216
ctrp_bardoxolone methyl,0.2927758467261244
ctrp_BRD-K17060750,0.2924470160612239
ctrp_etoposide,0.29113322180818696
ctrp_WZ4002,0.29074183911967694
gdsc_HG-5-113-01,0.28941605114590774
ctrp_BMS-754807,0.28927456677492536
ctrp_neuronal differentiation inducer III,0.2888281729553999
gdsc_NSC-207895,0.2884801812432948
ctrp_JW-480,0.28837942499941216
gdsc_MPS-1-IN-1,0.28792996821868655
ctrp_tivozanib,0.28758473454814537
ctrp_narciclasine,0.287454260440667
ctrp_marinopyrrole A,0.2871218196457712
ctrp_STF-31,0.2867438414725478
ctrp_YK 4-279,0.2866783706034774
ctrp_cyclophosphamide,0.28580918497291113
ctrp_ML162,0.2856841498519287
ctrp_FQI-1,0.2853098137425944
ctrp_PL-DI,0.28480511468026526
ctrp_triazolothiadiazine,0.28462416954977227
ccle_PF2341066,0.2845052080716061
gdsc_Fedratinib,0.2838402833554867
ctrp_PI-103,0.28375425236544416
ctrp_ouabain,0.28364722376965323
ctrp_GSK-3 inhibitor IX,0.2828863726224312
ctrp_cabozantinib,0.2826478854670294
ctrp_curcumin,0.28251084671866167
ctrp_GW-843682X,0.2823723377159098
ctrp_decitabine,0.28200920514713756
ctrp_FQI-2,0.2812236962725931
ctrp_alvocidib,0.2811547311040957
ctrp_Bax channel blocker,0.28114200563128705
ctrp_KH-CB19,0.2802297575278315
ctrp_NVP-TAE684,0.28004885136992713
gdsc_PHA-793887,0.2794125877250364
ctrp_parbendazole,0.2784669625475604
ctrp_momelotinib,0.2780338131939914
ctrp_PIK-93,0.2780002676943255
ctrp_pluripotin,0.2779024571113692
ctrp_BRD-K02492147,0.2774618260813666
ctrp_tandutinib,0.2768125835535138
gdsc_I-BET-762,0.27668657087403276
gdsc_Imatinib,0.27652764834021687
ctrp_teniposide,0.2764748180949166
ctrp_BRD-K34222889,0.27643667603739047
ctrp_BRD-K66453893,0.275811240192797
ctrp_pazopanib,0.27571076555466956
ctrp_MK-2206,0.2754510559791453
